class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
ClassE,Johnny,27,34,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.135,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,63,34,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.220,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,all,34,32,85.7,90.0,81.8,81.8,90.0,11,9,0,2,600,1200,0,0,72.7,0.204,0,0,0,5400,5400,6600,6000,5400.0,600.0,1200.0
ClassE,Johnny,0,34,64,82.4,87.5,77.8,77.8,87.5,9,7,0,2,600,1200,0,0,66.7,0.210,0,0,0,4200,4200,5400,4800,4200.0,600.0,1200.0
ClassE,Johnny,27,34,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.133,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,63,34,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.221,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,all,34,64,85.7,90.0,81.8,81.8,90.0,11,9,0,2,600,1200,0,0,72.7,0.203,0,0,0,5400,5400,6600,6000,5400.0,600.0,1200.0
ClassE,Johnny,0,38,32,75.8,85.2,68.3,69.0,86.1,9,6,1,2,600,1672,2,3,57.9,0.249,0,2,0,3726,3728,5400,4328,3688.0,640.0,1712.0
ClassE,Johnny,27,38,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,63,38,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.224,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,all,38,32,80.6,88.4,74.1,74.7,89.1,11,8,1,2,600,1672,2,3,65.5,0.233,0,2,0,4926,4928,6600,5528,4888.0,640.0,1712.0
ClassE,Johnny,0,38,64,75.0,85.7,66.7,66.7,85.7,9,6,0,3,600,1800,0,0,55.6,0.246,0,0,0,3600,3600,5400,4200,3600.0,600.0,1800.0
ClassE,Johnny,27,38,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.138,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,63,38,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.231,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,all,38,64,80.0,88.9,72.7,72.7,88.9,11,8,0,3,600,1800,0,0,63.6,0.231,0,0,0,4800,4800,6600,5400,4800.0,600.0,1800.0
ClassE,Johnny,0,42,32,68.1,72.2,64.4,78.1,87.5,9,7,1,1,600,1185,8,12,66.8,0.252,0,8,0,4207,4215,5400,4815,3477.0,1338.0,1923.0
ClassE,Johnny,27,42,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.129,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,63,42,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.217,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,all,42,32,74.1,77.8,70.9,82.0,90.0,11,9,1,1,600,1185,8,12,72.8,0.235,0,8,0,5407,5415,6600,6015,4677.0,1338.0,1923.0
ClassE,Johnny,0,42,64,69.3,73.6,65.5,77.9,87.5,9,7,1,1,600,1192,8,10,66.7,0.252,0,8,0,4200,4208,5400,4808,3538.0,1270.0,1862.0
ClassE,Johnny,27,42,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.131,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,63,42,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.203,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,all,42,64,75.2,78.9,71.8,81.9,90.0,11,9,1,1,600,1192,8,10,72.7,0.233,0,8,0,5400,5408,6600,6008,4738.0,1270.0,1862.0
ClassE,Johnny,0,46,32,56.6,65.8,49.7,53.8,71.1,9,5,0,4,1181,2496,12,15,31.7,0.211,0,7,0,2892,2904,5400,4085,2686.0,1399.0,2714.0
ClassE,Johnny,27,46,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,63,46,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.290,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,all,46,32,65.4,73.5,58.9,62.2,77.7,11,7,0,4,1181,2496,12,15,44.1,0.212,0,7,0,4092,4104,6600,5285,3886.0,1399.0,2714.0
ClassE,Johnny,0,46,64,49.6,57.4,43.6,54.2,71.3,9,5,0,4,1176,2473,8,11,32.3,0.211,0,5,0,2919,2927,5400,4103,2357.0,1746.0,3043.0
ClassE,Johnny,27,46,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.145,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,63,46,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.274,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,Johnny,all,46,64,59.8,67.1,53.9,62.5,77.8,11,7,0,4,1176,2473,8,11,44.6,0.211,0,5,0,4119,4127,6600,5303,3557.0,1746.0,3043.0
ClassE,KristenAndSara,0,18,32,44.1,74.4,31.3,31.3,74.4,15,4,0,11,841,5361,0,1,20.6,0.208,0,0,0,2446,2446,7807,3287,2446.0,841.0,5361.0
ClassE,KristenAndSara,63,18,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0,0,0,600,600,0.0,600.0,600.0
ClassE,KristenAndSara,67,18,32,11.1,56.1,6.2,10.8,98.5,1,0,0,1,1,535,2,3,10.3,0.306,0,2,0,63,65,600,66,37.0,29.0,563.0
ClassE,KristenAndSara,all,18,32,38.3,62.8,27.6,27.9,63.5,17,4,0,13,1442,6496,2,4,11.8,0.211,0,2,0,2509,2511,9007,3953,2483.0,1470.0,6524.0
ClassE,KristenAndSara,0,18,64,43.9,73.4,31.3,31.3,73.4,15,4,0,11,885,5361,0,1,20.0,0.208,0,0,0,2446,2446,7807,3331,2446.0,885.0,5361.0
ClassE,KristenAndSara,63,18,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0,0,0,600,600,0.0,600.0,600.0
ClassE,KristenAndSara,67,18,64,11.5,51.3,6.5,12.7,100.0,1,0,0,1,0,524,4,4,12.0,0.313,0,4,0,72,76,600,76,39.0,37.0,561.0
ClassE,KristenAndSara,all,18,64,38.2,62.0,27.6,28.0,62.9,17,4,0,13,1485,6485,4,5,11.5,0.212,0,4,0,2518,2522,9007,4007,2485.0,1522.0,6522.0
ClassE,KristenAndSara,0,22,32,44.0,74.5,31.2,31.4,74.8,15,4,0,11,823,5359,3,8,20.8,0.206,0,3,0,2445,2448,7807,3271,2436.0,835.0,5371.0
ClassE,KristenAndSara,63,22,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,603,600,0,0,-100.5,nan,0,0,0,0,0,600,603,0.0,603.0,600.0
ClassE,KristenAndSara,67,22,32,17.6,35.5,11.7,32.7,99.5,1,0,1,0,1,404,6,7,31.5,0.320,0,6,0,190,196,600,197,70.0,127.0,530.0
ClassE,KristenAndSara,all,22,32,38.3,61.6,27.8,29.4,64.9,17,4,1,12,1427,6363,9,15,13.4,0.215,0,9,0,2635,2644,9007,4071,2506.0,1565.0,6501.0
ClassE,KristenAndSara,0,22,64,44.4,73.5,31.8,31.8,73.5,15,4,0,11,893,5328,0,5,20.3,0.210,0,0,0,2479,2479,7807,3372,2479.0,893.0,5328.0
ClassE,KristenAndSara,63,22,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,601,600,0,0,-100.2,nan,0,0,0,0,0,600,601,0.0,601.0,600.0
ClassE,KristenAndSara,67,22,64,13.6,40.2,8.2,20.2,99.2,1,0,1,0,1,479,6,6,19.0,0.319,0,6,0,115,121,600,122,49.0,73.0,551.0
ClassE,KristenAndSara,all,22,64,38.6,61.7,28.1,28.9,63.5,17,4,1,12,1495,6407,6,11,12.2,0.215,0,6,0,2594,2600,9007,4095,2528.0,1567.0,6479.0
ClassE,KristenAndSara,0,26,32,44.2,75.0,31.3,31.5,75.5,15,4,0,11,800,5345,1,2,21.3,0.207,0,1,0,2461,2462,7807,3262,2445.0,817.0,5362.0
ClassE,KristenAndSara,63,26,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0,0,0,600,600,0.0,600.0,600.0
ClassE,KristenAndSara,67,26,32,15.7,46.0,9.5,19.8,96.0,1,0,0,1,5,481,5,5,18.2,0.304,0,5,0,114,119,600,124,57.0,67.0,543.0
ClassE,KristenAndSara,all,26,32,38.5,62.8,27.8,28.7,64.8,17,4,0,13,1405,6426,6,7,13.0,0.212,0,6,0,2575,2581,9007,3986,2502.0,1484.0,6505.0
ClassE,KristenAndSara,0,26,64,44.6,76.5,31.5,32.0,77.7,15,4,0,11,715,5312,1,6,22.8,0.210,0,1,0,2494,2495,7807,3210,2456.0,754.0,5351.0
ClassE,KristenAndSara,63,26,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0,0,0,600,600,0.0,600.0,600.0
ClassE,KristenAndSara,67,26,64,14.8,36.1,9.3,25.0,96.8,1,0,1,0,5,450,5,7,23.3,0.312,0,5,0,145,150,600,155,56.0,99.0,544.0
ClassE,KristenAndSara,all,26,64,38.7,63.4,27.9,29.4,66.7,17,4,1,12,1320,6362,6,13,14.6,0.216,0,6,0,2639,2645,9007,3965,2512.0,1453.0,6495.0
ClassE,KristenAndSara,0,30,32,43.8,72.6,31.3,31.7,73.5,15,4,0,11,891,5330,2,2,20.3,0.189,0,2,0,2475,2477,7807,3368,2445.0,923.0,5362.0
ClassE,KristenAndSara,63,30,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0,0,0,600,600,0.0,600.0,600.0
ClassE,KristenAndSara,67,30,32,22.7,28.6,18.8,65.8,100.0,1,0,1,0,0,205,6,7,64.8,0.361,0,6,0,389,395,600,395,113.0,282.0,487.0
ClassE,KristenAndSara,all,30,32,38.3,58.6,28.4,31.9,65.8,17,4,1,12,1491,6135,8,9,15.2,0.212,0,8,0,2864,2872,9007,4363,2558.0,1805.0,6449.0
ClassE,KristenAndSara,0,30,64,43.8,73.1,31.2,31.5,73.7,15,4,0,11,879,5349,1,1,20.2,0.190,0,1,0,2457,2458,7807,3337,2438.0,899.0,5369.0
ClassE,KristenAndSara,63,30,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0,0,0,600,600,0.0,600.0,600.0
ClassE,KristenAndSara,67,30,64,22.5,31.6,17.5,55.3,100.0,1,0,1,0,0,268,5,8,54.5,0.345,0,5,0,327,332,600,332,105.0,227.0,495.0
ClassE,KristenAndSara,all,30,64,38.3,59.6,28.2,31.0,65.4,17,4,1,12,1479,6217,6,9,14.5,0.208,0,6,0,2784,2790,9007,4269,2543.0,1726.0,6464.0
ClassE,KristenAndSara,0,34,32,44.2,76.1,31.1,31.1,76.1,15,4,0,11,762,5377,0,3,21.4,0.201,0,0,0,2430,2430,7807,3192,2430.0,762.0,5377.0
ClassE,KristenAndSara,63,34,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0,0,0,600,600,0.0,600.0,600.0
ClassE,KristenAndSara,67,34,32,59.5,61.9,57.3,90.8,98.0,1,1,0,0,11,55,1,1,88.8,0.340,0,1,0,544,545,600,556,344.0,212.0,256.0
ClassE,KristenAndSara,all,34,32,41.5,63.8,30.8,33.0,68.4,17,5,0,12,1373,6032,1,4,17.8,0.226,0,1,0,2974,2975,9007,4348,2774.0,1574.0,6233.0
ClassE,KristenAndSara,0,34,64,44.0,76.6,30.9,30.9,76.6,15,4,0,11,738,5395,0,0,21.4,0.202,0,0,0,2412,2412,7807,3150,2412.0,738.0,5395.0
ClassE,KristenAndSara,63,34,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,600,600,0,0,-100.0,nan,0,0,0,0,0,600,600,0.0,600.0,600.0
ClassE,KristenAndSara,67,34,64,57.9,58.4,57.3,98.2,100.0,1,1,0,0,0,11,1,1,98.0,0.345,0,1,0,588,589,600,589,344.0,245.0,256.0
ClassE,KristenAndSara,all,34,64,41.3,63.5,30.6,33.3,69.2,17,5,0,12,1338,6006,1,1,18.5,0.230,0,1,0,3000,3001,9007,4339,2756.0,1583.0,6251.0
ClassE,KristenAndSara,0,38,32,44.4,80.7,30.7,30.7,80.8,15,4,0,11,570,5411,1,3,23.4,0.198,0,1,0,2395,2396,7807,2966,2393.0,573.0,5414.0
ClassE,KristenAndSara,63,38,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,595,600,0,0,-99.2,nan,0,0,0,0,0,600,595,0.0,595.0,600.0
ClassE,KristenAndSara,67,38,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.353,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,KristenAndSara,all,38,32,45.5,71.9,33.2,33.3,72.0,17,5,0,12,1165,6011,1,3,20.3,0.229,0,1,0,2995,2996,9007,4161,2993.0,1168.0,6014.0
ClassE,KristenAndSara,0,38,64,41.6,76.2,28.6,30.5,81.3,15,4,0,11,549,5426,3,6,23.4,0.197,0,3,0,2378,2381,7807,2930,2232.0,698.0,5575.0
ClassE,KristenAndSara,63,38,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,603,600,0,0,-100.5,nan,0,0,0,0,0,600,603,0.0,603.0,600.0
ClassE,KristenAndSara,67,38,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.351,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,KristenAndSara,all,38,64,43.1,68.5,31.4,33.1,72.1,17,5,0,12,1152,6026,3,6,20.3,0.228,0,3,0,2978,2981,9007,4133,2832.0,1301.0,6175.0
ClassE,KristenAndSara,0,42,32,37.3,69.2,25.5,28.2,76.6,15,3,1,11,673,5604,4,9,19.5,0.222,0,4,0,2199,2203,7807,2876,1990.0,886.0,5817.0
ClassE,KristenAndSara,63,42,32,0.0,0.0,0.0,0.0,0.0,1,0,0,1,267,600,0,0,-44.5,nan,0,0,0,0,0,600,267,0.0,267.0,600.0
ClassE,KristenAndSara,67,42,32,99.6,100.0,99.2,99.2,100.0,1,1,0,0,0,5,0,1,99.2,0.348,0,0,0,595,595,600,595,595.0,0.0,5.0
ClassE,KristenAndSara,all,42,32,40.6,69.2,28.7,31.1,74.9,17,4,1,12,940,6209,4,10,20.6,0.249,0,4,0,2794,2798,9007,3738,2585.0,1153.0,6422.0
ClassE,KristenAndSara,0,42,64,38.7,71.0,26.6,28.6,76.4,15,3,1,11,689,5574,3,17,19.7,0.223,0,3,0,2230,2233,7807,2922,2075.0,847.0,5732.0
ClassE,KristenAndSara,63,42,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,363,600,0,0,-60.5,nan,0,0,0,0,0,600,363,0.0,363.0,600.0
ClassE,KristenAndSara,67,42,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.344,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,KristenAndSara,all,42,64,41.5,68.9,29.7,31.5,72.9,17,4,1,12,1052,6174,3,17,19.7,0.249,0,3,0,2830,2833,9007,3885,2675.0,1210.0,6332.0
ClassE,KristenAndSara,0,46,32,23.3,59.2,14.5,18.0,73.7,15,2,1,12,502,6400,13,23,11.4,0.143,0,13,0,1394,1407,7807,1909,1130.0,779.0,6677.0
ClassE,KristenAndSara,63,46,32,0.0,nan,0.0,0.0,nan,1,0,0,1,0,600,0,0,0.0,nan,0,0,0,0,0,600,0,0.0,0.0,600.0
ClassE,KristenAndSara,67,46,32,73.2,78.2,68.8,88.0,100.0,1,1,0,0,0,72,2,2,87.7,0.340,0,2,0,526,528,600,528,413.0,115.0,187.0
ClassE,KristenAndSara,all,46,32,27.0,63.3,17.1,21.5,79.4,17,3,1,13,502,7072,15,25,15.7,0.197,0,15,0,1920,1935,9007,2437,1543.0,894.0,7464.0
ClassE,KristenAndSara,0,46,64,23.7,63.8,14.5,16.8,73.5,15,2,0,13,471,6499,6,15,10.6,0.142,0,6,0,1302,1308,7807,1779,1135.0,644.0,6672.0
ClassE,KristenAndSara,63,46,64,0.0,nan,0.0,0.0,nan,1,0,0,1,0,600,0,0,0.0,nan,0,0,0,0,0,600,0,0.0,0.0,600.0
ClassE,KristenAndSara,67,46,64,64.2,71.9,58.0,80.7,100.0,1,1,0,0,0,116,4,7,80.0,0.327,0,4,0,480,484,600,484,348.0,136.0,252.0
ClassE,KristenAndSara,all,46,64,26.3,65.5,16.5,19.9,79.2,17,3,0,14,471,7215,10,22,14.6,0.192,0,10,0,1782,1792,9007,2263,1483.0,780.0,7524.0
