seq_name,conf_thres,iou_thres,img_size,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm
ClassB_BasketballDrive_all,0.45,0.85,640,28.6,41.8,21.7,51.1,98.4,17,4,3,10,36,2125,65,87,48.8,0.184,9,55,0
ClassB_BasketballDrive_all,0.45,0.9,640,23.2,34.3,17.6,50.3,98.5,17,4,3,10,34,2160,78,100,47.7,0.183,11,65,0
ClassB_BasketballDrive_all,0.5,0.1,640,17.9,33.1,12.3,36.8,99.5,17,0,7,10,8,2748,69,97,35.0,0.173,11,58,0
ClassB_BasketballDrive_all,0.5,0.15,640,21.2,36.1,15.0,41.1,99.3,17,0,7,10,13,2559,65,99,39.3,0.179,11,54,0
ClassB_BasketballDrive_all,0.5,0.2,640,24.4,39.5,17.7,44.2,99.2,17,0,7,10,16,2426,61,97,42.4,0.179,10,51,0
ClassB_BasketballDrive_all,0.5,0.25,640,26.2,40.6,19.3,47.0,99.0,17,1,6,10,20,2305,59,97,45.1,0.181,10,49,0
ClassB_BasketballDrive_all,0.5,0.3,640,27.4,41.7,20.4,48.3,99.1,17,2,5,10,20,2248,54,90,46.6,0.182,7,47,0
ClassB_BasketballDrive_all,0.5,0.35,640,26.5,39.9,19.8,48.8,98.8,17,3,4,10,25,2226,56,90,46.9,0.181,6,50,0
ClassB_BasketballDrive_all,0.5,0.4,640,25.9,38.9,19.4,49.1,98.8,17,3,4,10,25,2213,57,89,47.2,0.181,7,50,0
ClassB_BasketballDrive_all,0.5,0.45,640,26.9,40.4,20.1,49.2,98.9,17,3,4,10,24,2209,58,90,47.3,0.180,6,52,0
ClassB_BasketballDrive_all,0.5,0.5,640,25.2,37.8,18.9,49.2,98.8,17,3,4,10,26,2209,60,92,47.2,0.181,8,52,0
ClassB_BasketballDrive_all,0.5,0.55,640,25.2,37.8,18.9,49.2,98.8,17,3,4,10,26,2208,60,92,47.2,0.181,8,52,0
ClassB_BasketballDrive_all,0.5,0.6,640,25.2,37.8,18.9,49.2,98.8,17,3,4,10,26,2209,60,92,47.2,0.181,8,52,0
ClassB_BasketballDrive_all,0.5,0.65,640,25.2,37.9,18.9,49.1,98.8,17,3,4,10,26,2212,61,92,47.1,0.181,9,52,0
ClassB_BasketballDrive_all,0.5,0.7,640,23.1,34.7,17.3,49.0,98.8,17,3,4,10,26,2214,62,93,47.0,0.181,9,53,0
ClassB_BasketballDrive_all,0.5,0.75,640,23.1,34.8,17.3,49.0,98.8,17,2,5,10,26,2218,63,94,46.9,0.180,8,55,0
ClassB_BasketballDrive_all,0.5,0.8,640,23.1,34.8,17.3,49.0,98.8,17,2,5,10,26,2218,63,94,46.9,0.180,8,55,0
ClassB_BasketballDrive_all,0.5,0.85,640,23.1,34.8,17.3,48.9,98.8,17,2,5,10,26,2220,65,96,46.8,0.180,8,57,0
ClassB_BasketballDrive_all,0.5,0.9,640,22.5,34.2,16.8,48.5,98.9,17,3,4,10,24,2239,76,106,46.2,0.181,9,66,0
ClassB_BasketballDrive_all,0.55,0.1,640,17.2,33.2,11.6,34.6,99.5,17,0,7,10,7,2840,70,110,32.9,0.172,10,60,0
ClassB_BasketballDrive_all,0.55,0.15,640,20.6,36.7,14.3,38.5,99.2,17,0,7,10,13,2671,65,110,36.7,0.177,10,55,0
ClassB_BasketballDrive_all,0.55,0.2,640,21.4,36.3,15.1,41.2,99.1,17,0,7,10,16,2557,62,110,39.4,0.179,10,52,0
ClassB_BasketballDrive_all,0.55,0.25,640,22.0,35.9,15.9,43.5,99.1,17,0,7,10,18,2453,61,111,41.7,0.181,10,51,0
ClassB_BasketballDrive_all,0.55,0.3,640,23.7,38.0,17.2,44.6,99.0,17,0,7,10,19,2408,58,110,42.8,0.180,9,49,0
ClassB_BasketballDrive_all,0.55,0.35,640,22.8,36.2,16.6,45.1,98.9,17,0,7,10,22,2387,59,111,43.2,0.180,8,51,0
ClassB_BasketballDrive_all,0.55,0.4,640,22.7,36.0,16.6,45.3,98.9,17,0,7,10,22,2375,59,110,43.5,0.181,9,50,0
ClassB_BasketballDrive_all,0.55,0.45,640,22.3,35.3,16.3,45.4,98.9,17,0,7,10,22,2371,58,109,43.6,0.180,8,50,0
ClassB_BasketballDrive_all,0.55,0.5,640,21.7,34.3,15.8,45.5,98.8,17,0,7,10,23,2370,59,111,43.6,0.180,9,50,0
ClassB_BasketballDrive_all,0.55,0.55,640,21.7,34.3,15.8,45.5,98.8,17,0,7,10,23,2370,59,111,43.6,0.180,9,50,0
ClassB_BasketballDrive_all,0.55,0.6,640,21.7,34.3,15.8,45.5,98.8,17,0,7,10,23,2370,59,111,43.6,0.180,9,50,0
ClassB_BasketballDrive_all,0.55,0.65,640,21.7,34.3,15.8,45.5,98.8,17,0,7,10,23,2370,59,111,43.6,0.180,9,50,0
ClassB_BasketballDrive_all,0.55,0.7,640,21.7,34.3,15.8,45.5,98.8,17,0,7,10,23,2370,59,111,43.6,0.180,9,50,0
ClassB_BasketballDrive_all,0.55,0.75,640,21.7,34.3,15.8,45.5,98.8,17,0,7,10,23,2370,59,111,43.6,0.180,9,50,0
ClassB_BasketballDrive_all,0.55,0.8,640,21.7,34.3,15.8,45.5,98.8,17,0,7,10,23,2370,59,111,43.6,0.180,9,50,0
ClassB_BasketballDrive_all,0.55,0.85,640,21.7,34.3,15.8,45.4,98.8,17,0,7,10,23,2372,60,112,43.5,0.180,9,51,0
ClassB_BasketballDrive_all,0.55,0.9,640,21.5,34.3,15.6,44.9,98.8,17,0,7,10,23,2396,72,120,42.7,0.181,8,64,0
ClassB_BasketballDrive_all,0.6,0.1,640,15.4,31.7,10.1,31.7,99.6,17,0,7,10,6,2967,71,126,29.9,0.173,11,60,0
ClassB_BasketballDrive_all,0.6,0.15,640,17.2,33.0,11.6,34.8,99.3,17,0,7,10,11,2833,68,128,33.0,0.177,9,59,0
ClassB_BasketballDrive_all,0.6,0.2,640,17.8,32.7,12.2,36.9,99.2,17,0,7,10,13,2742,67,132,35.1,0.178,10,57,0
ClassB_BasketballDrive_all,0.6,0.25,640,18.6,33.0,13.0,38.7,99.1,17,0,7,10,15,2663,68,136,36.8,0.180,9,59,0
ClassB_BasketballDrive_all,0.6,0.3,640,20.1,35.1,14.1,39.5,99.1,17,0,7,10,16,2627,64,134,37.7,0.179,8,56,0
