class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm
ClassD,BlowingBubbles,77,38,32,7.0,70.0,3.7,5.3,100.0,1,0,0,1,0,358,1,1,5.0,0.149,0,1,0
ClassD,BlowingBubbles,all,38,32,69.1,88.7,56.5,60.2,94.6,5,2,0,3,56,650,3,5,56.6,0.103,0,3,0
ClassD,BlowingBubbles,0,38,64,89.0,89.2,88.8,93.7,94.2,3,2,0,1,59,65,2,3,87.8,0.106,0,2,0
ClassD,BlowingBubbles,41,38,64,0.0,0.0,0.0,0.0,0.0,1,0,0,1,33,225,0,0,-14.7,nan,0,0,0
ClassD,BlowingBubbles,77,38,64,6.2,100.0,3.2,3.2,100.0,1,0,0,1,0,366,0,0,3.2,0.271,0,0,0
ClassD,BlowingBubbles,all,38,64,68.6,86.6,56.8,59.9,91.4,5,2,0,3,92,656,2,3,54.1,0.108,0,2,0
ClassD,RaceHorsesD,0,18,16,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,18,16,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,18,16,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,18,32,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,18,32,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,18,32,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,18,64,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,18,64,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,18,64,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,22,16,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,22,16,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,22,16,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,22,32,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,22,32,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,22,32,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,22,64,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,22,64,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,22,64,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,26,16,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,26,16,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,26,16,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,26,32,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,26,32,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,26,32,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,26,64,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,26,64,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,26,64,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,30,16,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,30,16,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,30,16,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,30,32,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,30,32,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,30,32,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,30,64,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,30,64,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,30,64,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,34,16,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,34,16,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,34,16,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,34,32,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,34,32,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,34,32,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,34,64,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,34,64,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,34,64,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,38,16,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,38,16,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,38,16,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,38,32,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,38,32,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,38,32,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,0,38,64,0.3,100.0,0.1,0.0,nan,7,0,0,7,0,760,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,17,38,64,1.6,100.0,0.8,0.0,nan,6,0,0,6,0,866,0,0,0.0,nan,0,0,0
ClassD,RaceHorsesD,all,38,64,1.0,100.0,0.5,0.0,nan,13,0,0,13,0,1626,0,0,0.0,nan,0,0,0
ClassE,FourPeople,0,18,16,27.4,65.1,17.3,21.7,81.3,22,5,0,17,656,10341,18,24,16.6,0.287,0,12,0
ClassE,FourPeople,41,18,16,62.6,52.1,78.4,92.0,61.2,4,4,0,0,1402,191,4,5,33.5,0.305,0,4,0
ClassE,FourPeople,56,18,16,37.9,26.6,66.0,89.9,36.2,2,2,0,0,470,30,2,1,-69.0,0.311,0,2,0
ClassE,FourPeople,58,18,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.337,0,0,0
ClassE,FourPeople,all,18,16,39.8,58.7,30.1,36.0,70.1,29,12,0,17,2528,10562,24,30,20.5,0.300,0,18,0
ClassE,FourPeople,0,18,32,26.5,63.0,16.8,21.5,80.8,22,5,0,17,677,10358,16,25,16.3,0.283,0,10,0
ClassE,FourPeople,41,18,32,71.9,59.8,90.2,92.0,61.0,4,4,0,0,1410,192,2,4,33.2,0.307,0,2,0
ClassE,FourPeople,56,18,32,37.9,26.9,64.3,88.2,36.8,2,2,0,0,449,35,2,2,-63.6,0.306,0,2,0
ClassE,FourPeople,58,18,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.342,0,0,0
ClassE,FourPeople,all,18,32,41.5,61.2,31.4,35.8,70.0,29,12,0,17,2536,10585,20,31,20.3,0.299,0,14,0
ClassE,FourPeople,0,18,64,26.4,62.8,16.8,21.9,82.1,22,5,0,17,632,10309,14,32,17.0,0.289,0,13,0
ClassE,FourPeople,41,18,64,72.3,60.3,90.2,92.0,61.5,4,4,0,0,1384,192,3,4,34.2,0.307,0,3,0
ClassE,FourPeople,56,18,64,36.6,25.6,64.3,88.6,35.2,2,2,0,0,484,34,2,2,-75.1,0.309,0,2,0
ClassE,FourPeople,58,18,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.340,0,0,0
ClassE,FourPeople,all,18,64,41.4,61.1,31.3,36.1,70.4,29,12,0,17,2501,10536,19,37,20.9,0.302,0,18,0
ClassE,FourPeople,0,22,16,31.1,73.7,19.7,21.8,81.6,22,5,0,17,648,10324,7,18,16.8,0.265,0,6,0
ClassE,FourPeople,41,22,16,72.0,59.8,90.4,92.2,61.0,4,4,0,0,1415,187,2,3,33.2,0.311,0,2,0
ClassE,FourPeople,56,22,16,36.0,24.7,66.3,90.2,33.6,2,2,0,0,529,29,2,1,-88.6,0.300,0,2,0
ClassE,FourPeople,58,22,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.338,0,0,0
ClassE,FourPeople,all,22,16,44.4,65.1,33.7,36.1,69.7,29,12,0,17,2592,10540,11,22,20.3,0.291,0,10,0
ClassE,FourPeople,0,22,32,31.7,76.1,20.0,22.3,84.7,22,5,0,17,532,10257,7,21,18.2,0.264,0,6,0
ClassE,FourPeople,41,22,32,72.2,60.1,90.5,92.6,61.6,4,4,0,0,1388,178,3,4,34.6,0.310,0,3,0
ClassE,FourPeople,56,22,32,36.9,25.6,66.3,89.9,34.7,2,2,0,0,503,30,2,1,-80.1,0.301,0,2,0
ClassE,FourPeople,58,22,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.339,0,0,0
ClassE,FourPeople,all,22,32,45.0,66.4,34.0,36.6,71.3,29,12,0,17,2423,10465,12,26,21.8,0.290,0,11,0
ClassE,FourPeople,0,22,64,27.6,65.3,17.5,22.2,82.7,22,5,0,17,611,10273,9,25,17.5,0.284,0,9,0
ClassE,FourPeople,41,22,64,72.0,59.9,90.2,92.2,61.1,4,4,0,0,1406,188,4,5,33.4,0.308,0,4,0
ClassE,FourPeople,56,22,64,37.3,25.9,66.3,89.9,35.1,2,2,0,0,493,30,2,1,-76.8,0.301,0,2,0
ClassE,FourPeople,58,22,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.341,0,0,0
ClassE,FourPeople,all,22,64,42.2,61.9,32.0,36.4,70.5,29,12,0,17,2510,10491,15,31,21.1,0.300,0,15,0
ClassE,FourPeople,0,26,16,29.4,71.7,18.5,22.6,87.4,22,5,0,17,429,10219,9,18,19.3,0.258,0,8,0
ClassE,FourPeople,41,26,16,73.2,61.6,90.2,91.5,62.6,4,4,0,0,1315,203,2,4,36.7,0.315,0,2,0
ClassE,FourPeople,56,26,16,45.2,31.9,77.8,91.6,37.5,2,2,0,0,453,25,1,1,-61.3,0.305,0,1,0
ClassE,FourPeople,58,26,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.337,0,0,0
ClassE,FourPeople,all,26,16,44.0,66.0,33.0,36.7,73.4,29,12,0,17,2197,10447,12,23,23.3,0.289,0,11,0
ClassE,FourPeople,0,26,32,31.2,74.5,19.7,22.2,84.1,22,5,0,17,556,10265,8,20,18.0,0.266,0,7,0
ClassE,FourPeople,41,26,32,62.4,51.8,78.5,91.9,60.6,4,4,0,0,1434,194,4,4,32.0,0.314,0,4,0
ClassE,FourPeople,56,26,32,34.4,23.4,64.6,88.6,32.1,2,2,0,0,557,34,2,2,-99.7,0.312,0,2,0
ClassE,FourPeople,58,26,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.332,0,0,0
ClassE,FourPeople,all,26,32,42.1,61.7,32.0,36.4,70.2,29,12,0,17,2547,10493,14,26,20.9,0.292,0,13,0
ClassE,FourPeople,0,26,64,33.3,80.8,20.9,22.4,86.5,22,5,0,17,463,10239,5,15,18.9,0.257,0,4,0
ClassE,FourPeople,41,26,64,71.7,59.5,90.4,92.1,60.6,4,4,0,0,1436,189,3,3,32.2,0.314,0,3,0
ClassE,FourPeople,56,26,64,35.4,24.2,66.3,89.9,32.8,2,2,0,0,548,30,2,1,-95.3,0.299,0,2,0
ClassE,FourPeople,58,26,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.336,0,0,0
ClassE,FourPeople,all,26,64,45.9,67.5,34.7,36.6,71.2,29,12,0,17,2447,10458,10,19,21.7,0.288,0,9,0
ClassE,FourPeople,0,30,16,29.5,70.0,18.7,22.8,85.1,22,5,0,17,527,10196,12,25,18.7,0.287,0,10,0
ClassE,FourPeople,41,30,16,62.4,51.8,78.3,91.0,60.2,4,4,0,0,1442,216,5,5,30.7,0.311,0,5,0
ClassE,FourPeople,56,30,16,46.6,33.2,77.8,91.6,39.1,2,2,0,0,423,25,1,1,-51.2,0.310,0,1,0
ClassE,FourPeople,58,30,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.337,0,0,0
ClassE,FourPeople,all,30,16,41.5,61.3,31.4,36.7,71.7,29,12,0,17,2392,10437,18,31,22.1,0.301,0,16,0
ClassE,FourPeople,0,30,32,30.5,72.5,19.3,22.8,85.8,22,5,0,17,499,10190,12,27,18.9,0.280,0,11,0
ClassE,FourPeople,41,30,32,62.6,52.2,78.4,91.1,60.6,4,4,0,0,1420,214,6,8,31.7,0.313,0,6,0
ClassE,FourPeople,56,30,32,46.4,33.0,78.1,91.9,38.9,2,2,0,0,429,24,1,1,-52.9,0.310,0,1,0
ClassE,FourPeople,58,30,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.337,0,0,0
ClassE,FourPeople,all,30,32,42.2,62.5,31.9,36.8,72.1,29,12,0,17,2348,10428,19,36,22.4,0.299,0,18,0
ClassE,FourPeople,0,30,64,32.4,78.7,20.4,22.6,87.1,22,5,0,17,442,10220,9,22,19.2,0.282,0,7,0
ClassE,FourPeople,41,30,64,71.8,59.5,90.4,91.5,60.3,4,4,0,0,1448,204,4,5,31.0,0.307,0,4,0
ClassE,FourPeople,56,30,64,36.3,25.0,66.7,90.6,33.9,2,2,0,0,524,28,2,1,-86.5,0.307,0,2,0
ClassE,FourPeople,58,30,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.340,0,0,0
ClassE,FourPeople,all,30,64,45.4,66.9,34.3,36.6,71.5,29,12,0,17,2412,10452,15,28,21.9,0.298,0,13,0
ClassE,FourPeople,0,34,16,25.2,64.4,15.6,21.8,89.6,22,5,0,17,332,10326,13,18,19.2,0.267,0,11,0
ClassE,FourPeople,41,34,16,73.3,61.7,90.3,91.2,62.3,4,4,0,0,1323,210,3,5,36.0,0.310,0,3,0
ClassE,FourPeople,56,34,16,37.0,25.7,66.3,89.2,34.5,2,1,1,0,503,32,2,1,-80.8,0.307,0,2,0
ClassE,FourPeople,58,34,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.333,0,0,0
ClassE,FourPeople,all,34,16,40.9,62.2,30.5,35.9,73.3,29,11,1,17,2157,10568,18,24,22.8,0.291,0,16,0
ClassE,FourPeople,0,34,32,25.4,66.8,15.7,22.0,93.8,22,5,0,17,191,10293,10,18,20.5,0.264,0,9,0
ClassE,FourPeople,41,34,32,72.0,59.8,90.4,91.5,60.5,4,4,0,0,1432,204,3,4,31.7,0.305,0,3,0
ClassE,FourPeople,56,34,32,49.7,36.5,77.8,91.6,43.0,2,2,0,0,361,25,1,1,-30.3,0.313,0,1,0
ClassE,FourPeople,58,34,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.331,0,0,0
ClassE,FourPeople,all,34,32,41.5,63.7,30.7,36.2,75.1,29,12,0,17,1984,10522,14,23,24.1,0.288,0,13,0
ClassE,FourPeople,0,34,64,28.6,73.2,17.8,21.8,90.1,22,5,0,17,318,10316,10,19,19.4,0.262,0,8,0
ClassE,FourPeople,41,34,64,62.9,52.5,78.4,91.7,61.4,4,4,0,0,1383,199,5,6,33.9,0.306,0,5,0
ClassE,FourPeople,56,34,64,42.0,30.7,66.7,89.2,41.0,2,1,1,0,381,32,2,1,-39.7,0.309,0,2,0
ClassE,FourPeople,58,34,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.332,0,0,0
ClassE,FourPeople,all,34,64,41.0,62.6,30.5,36.1,74.1,29,11,1,17,2082,10547,17,26,23.3,0.288,0,15,0
ClassE,FourPeople,0,38,16,19.8,60.1,11.9,17.2,86.9,22,4,0,18,343,10933,25,21,14.4,0.218,0,23,0
ClassE,FourPeople,41,38,16,74.5,63.3,90.4,90.9,63.7,4,3,1,0,1242,218,2,3,39.1,0.304,0,2,0
ClassE,FourPeople,56,38,16,44.6,33.9,65.3,89.2,46.2,2,2,0,0,308,32,2,1,-15.2,0.310,0,2,0
ClassE,FourPeople,58,38,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.312,0,0,0
ClassE,FourPeople,all,38,16,38.2,62.9,27.5,32.2,73.8,29,10,1,18,1888,11183,29,25,20.6,0.269,0,27,0
ClassE,FourPeople,0,38,32,20.0,61.0,12.0,17.1,87.4,22,4,0,18,326,10940,23,22,14.5,0.222,0,21,0
ClassE,FourPeople,41,38,32,74.3,63.1,90.4,90.9,63.4,4,3,1,0,1259,219,5,5,38.2,0.310,0,5,0
ClassE,FourPeople,56,38,32,58.8,45.8,81.8,95.6,53.6,2,2,0,0,246,13,1,3,12.5,0.318,0,1,0
ClassE,FourPeople,58,38,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.320,0,0,0
ClassE,FourPeople,all,38,32,38.8,64.2,27.8,32.3,74.4,29,10,1,18,1828,11174,29,30,21.0,0.274,0,27,0
ClassE,FourPeople,0,38,64,21.5,66.6,12.8,16.8,87.2,22,3,1,18,326,10978,16,20,14.2,0.201,0,15,0
ClassE,FourPeople,41,38,64,74.1,62.9,90.0,90.5,63.2,4,3,1,0,1264,228,3,5,37.7,0.311,0,3,0
ClassE,FourPeople,56,38,64,56.8,44.2,79.5,93.3,51.9,2,2,0,0,257,20,1,1,6.4,0.318,0,1,0
ClassE,FourPeople,58,38,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.310,0,0,0
ClassE,FourPeople,all,38,64,39.7,65.9,28.4,32.0,74.0,29,9,2,18,1848,11226,20,26,20.6,0.265,0,19,0
ClassE,Johnny,0,18,16,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.237,0,0,0
ClassE,Johnny,27,18,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.140,0,0,0
ClassE,Johnny,63,18,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.211,0,0,0
ClassE,Johnny,all,18,16,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.226,0,0,0
ClassE,Johnny,0,18,32,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.235,0,0,0
ClassE,Johnny,27,18,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.140,0,0,0
ClassE,Johnny,63,18,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.209,0,0,0
ClassE,Johnny,all,18,32,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.224,0,0,0
ClassE,Johnny,0,18,64,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.235,0,0,0
ClassE,Johnny,27,18,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0
ClassE,Johnny,63,18,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.207,0,0,0
ClassE,Johnny,all,18,64,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.224,0,0,0
ClassE,Johnny,0,22,16,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.238,0,0,0
ClassE,Johnny,27,22,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0
ClassE,Johnny,63,22,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.209,0,0,0
ClassE,Johnny,all,22,16,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.226,0,0,0
ClassE,Johnny,0,22,32,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.239,0,0,0
ClassE,Johnny,27,22,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0
ClassE,Johnny,63,22,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.211,0,0,0
ClassE,Johnny,all,22,32,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.227,0,0,0
ClassE,Johnny,0,22,64,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.241,0,0,0
ClassE,Johnny,27,22,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0
ClassE,Johnny,63,22,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.208,0,0,0
ClassE,Johnny,all,22,64,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.229,0,0,0
ClassE,Johnny,0,26,16,88.7,87.7,89.7,91.1,89.1,9,8,0,1,600,481,5,6,79.9,0.221,0,5,0
ClassE,Johnny,27,26,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.138,0,0,0
ClassE,Johnny,63,26,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.215,0,0,0
ClassE,Johnny,all,26,16,90.7,89.9,91.5,92.7,91.1,11,10,0,1,600,481,5,6,83.5,0.212,0,5,0
ClassE,Johnny,0,26,32,91.1,88.7,93.6,94.4,89.5,9,8,1,0,600,304,2,3,83.2,0.223,0,2,0
ClassE,Johnny,27,26,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.138,0,0,0
ClassE,Johnny,63,26,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.217,0,0,0
ClassE,Johnny,all,26,32,92.6,90.7,94.7,95.4,91.3,11,10,1,0,600,304,2,3,86.3,0.214,0,2,0
ClassE,Johnny,0,26,64,84.4,84.8,84.0,88.0,88.8,9,8,0,1,600,650,3,4,76.8,0.221,0,3,0
ClassE,Johnny,27,26,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.137,0,0,0
ClassE,Johnny,63,26,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.219,0,0,0
ClassE,Johnny,all,26,64,87.2,87.6,86.9,90.2,90.8,11,10,0,1,600,650,3,4,81.0,0.213,0,3,0
ClassE,Johnny,0,30,16,89.2,86.0,92.7,96.7,89.7,9,8,1,0,600,178,5,10,85.5,0.239,0,5,0
ClassE,Johnny,27,30,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.136,0,0,0
ClassE,Johnny,63,30,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.212,0,0,0
ClassE,Johnny,all,30,16,91.1,88.4,94.0,97.3,91.5,11,10,1,0,600,178,5,10,88.1,0.227,0,5,0
ClassE,Johnny,0,30,32,86.4,85.6,87.1,90.6,89.1,9,7,2,0,600,507,7,16,79.4,0.235,0,7,0
ClassE,Johnny,27,30,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.137,0,0,0
ClassE,Johnny,63,30,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.215,0,0,0
ClassE,Johnny,all,30,32,88.8,88.2,89.5,92.3,91.0,11,9,2,0,600,507,7,16,83.1,0.223,0,7,0
ClassE,Johnny,0,30,64,85.4,82.3,88.9,96.9,89.7,9,9,0,0,600,170,5,7,85.6,0.237,0,5,0
ClassE,Johnny,27,30,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.137,0,0,0
ClassE,Johnny,63,30,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.218,0,0,0
ClassE,Johnny,all,30,64,88.0,85.3,90.9,97.4,91.5,11,11,0,0,600,170,5,7,88.3,0.226,0,5,0
ClassE,Johnny,0,34,16,82.4,87.5,77.8,77.8,87.5,9,7,0,2,600,1200,0,0,66.7,0.213,0,0,0
ClassE,Johnny,27,34,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.135,0,0,0
ClassE,Johnny,63,34,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.212,0,0,0
ClassE,Johnny,all,34,16,85.7,90.0,81.8,81.8,90.0,11,9,0,2,600,1200,0,0,72.7,0.204,0,0,0
ClassE,Johnny,0,34,32,82.4,87.5,77.8,77.8,87.5,9,7,0,2,600,1200,0,0,66.7,0.211,0,0,0
ClassE,Johnny,27,34,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.135,0,0,0
ClassE,Johnny,63,34,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.220,0,0,0
