class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm
ClassB,ParkScene,13,30,16,7.1,69.7,3.7,4.2,86.7,4,0,0,4,4,589,2,3,3.3,0.261,0,2,0
ClassB,ParkScene,all,30,16,54.6,79.8,41.2,50.2,98.3,10,5,1,4,13,747,10,18,48.7,0.176,1,9,0
ClassB,ParkScene,0,30,32,63.4,71.5,56.4,77.4,99.5,3,2,1,0,2,128,7,11,75.8,0.158,1,6,0
ClassB,ParkScene,1,30,32,91.7,95.3,88.4,90.0,97.0,3,3,0,0,9,32,1,2,86.9,0.200,0,1,0
ClassB,ParkScene,13,30,32,9.7,65.3,5.2,7.5,100.0,4,0,1,3,0,569,1,2,7.3,0.242,0,1,0
ClassB,ParkScene,all,30,32,55.5,80.1,42.2,51.4,98.6,10,5,2,3,11,729,9,15,50.1,0.178,1,8,0
ClassB,ParkScene,0,30,64,64.1,72.6,56.7,76.7,99.5,3,2,1,0,2,132,7,11,75.1,0.157,1,6,0
ClassB,ParkScene,1,30,64,92.2,95.9,88.8,90.6,98.0,3,3,0,0,6,30,1,2,88.4,0.198,0,1,0
ClassB,ParkScene,13,30,64,6.4,51.2,3.4,5.4,86.8,4,0,0,4,5,582,3,6,4.1,0.268,0,3,0
ClassB,ParkScene,all,30,64,55.1,80.4,41.7,50.4,98.3,10,5,1,4,13,744,11,19,48.8,0.178,1,10,0
ClassB,ParkScene,0,34,16,63.0,71.6,55.7,76.1,99.3,3,2,1,0,3,135,7,11,74.4,0.156,1,6,0
ClassB,ParkScene,1,34,16,91.2,94.9,87.8,90.0,97.3,3,3,0,0,8,32,1,3,87.2,0.196,0,1,0
ClassB,ParkScene,13,34,16,3.2,90.9,1.6,1.3,100.0,4,0,0,4,0,607,1,1,1.1,0.184,0,1,0
ClassB,ParkScene,all,34,16,54.1,81.1,40.4,48.4,98.5,10,5,1,4,11,774,9,15,47.1,0.172,1,8,0
ClassB,ParkScene,0,34,32,64.1,72.6,56.7,76.5,99.3,3,2,1,0,3,133,7,11,74.7,0.156,1,6,0
ClassB,ParkScene,1,34,32,91.4,94.6,88.4,90.6,97.0,3,3,0,0,9,30,1,3,87.5,0.200,0,1,0
ClassB,ParkScene,13,34,32,6.2,58.8,3.3,5.0,100.0,4,0,0,4,0,584,2,4,4.7,0.278,0,2,0
ClassB,ParkScene,all,34,32,51.5,75.6,38.8,50.0,98.4,10,5,1,4,12,751,11,19,48.4,0.178,1,10,0
ClassB,ParkScene,0,34,64,63.1,71.5,55.8,76.5,99.3,3,2,1,0,3,133,7,12,74.7,0.158,1,6,0
ClassB,ParkScene,1,34,64,91.6,95.3,88.1,90.0,97.3,3,3,0,0,8,32,1,2,87.2,0.197,0,1,0
ClassB,ParkScene,13,34,64,5.0,59.3,2.6,3.7,95.8,4,0,0,4,1,592,2,3,3.3,0.263,0,2,0
ClassB,ParkScene,all,34,64,49.8,73.7,37.4,49.3,98.4,10,5,1,4,12,761,11,18,47.8,0.176,1,10,0
ClassB,ParkScene,0,38,16,63.8,75.6,54.6,70.7,99.3,3,2,1,0,3,166,5,9,69.3,0.154,1,4,0
ClassB,ParkScene,1,38,16,90.9,94.9,87.2,89.1,96.9,3,3,0,0,9,35,1,2,85.9,0.199,0,1,0
ClassB,ParkScene,13,38,16,5.7,100.0,2.9,2.4,100.0,4,0,0,4,0,600,0,0,2.4,0.261,0,0,0
ClassB,ParkScene,all,38,16,51.7,79.7,38.0,46.3,98.3,10,5,1,4,12,806,7,12,45.0,0.174,1,6,0
ClassB,ParkScene,0,38,32,63.3,74.3,54.6,71.9,99.3,3,2,1,0,3,159,6,10,70.3,0.156,1,5,0
ClassB,ParkScene,1,38,32,91.7,95.6,88.1,90.0,97.6,3,3,0,0,7,32,1,2,87.5,0.200,0,1,0
ClassB,ParkScene,13,38,32,4.1,59.1,2.1,3.1,100.0,4,0,0,4,0,596,1,1,2.9,0.237,0,1,0
ClassB,ParkScene,all,38,32,54.3,82.4,40.2,47.6,98.6,10,5,1,4,10,787,8,13,46.4,0.176,1,7,0
ClassB,ParkScene,0,38,64,61.7,70.6,54.2,75.4,99.5,3,2,1,0,2,139,7,11,73.9,0.164,1,6,0
ClassB,ParkScene,1,38,64,92.2,96.3,88.4,89.7,97.6,3,3,0,0,7,33,1,2,87.2,0.199,0,1,0
ClassB,ParkScene,13,38,64,4.4,56.0,2.3,3.1,86.4,4,0,0,4,3,596,2,3,2.3,0.222,0,2,0
ClassB,ParkScene,all,38,64,53.8,80.1,40.2,48.8,98.4,10,5,1,4,12,768,10,16,47.4,0.179,1,9,0
ClassC,BasketballDrill,0,18,16,35.0,39.4,31.4,78.1,98.1,6,3,3,0,38,553,36,57,75.2,0.206,1,35,0
ClassC,BasketballDrill,32,18,16,2.8,5.6,1.9,20.4,60.2,2,0,1,1,135,794,20,22,4.9,0.155,0,20,0
ClassC,BasketballDrill,56,18,16,0.4,75.0,0.2,0.0,0.0,3,0,0,3,1,1500,0,0,-0.1,nan,0,0,0
ClassC,BasketballDrill,all,18,16,22.1,34.6,16.2,43.3,92.6,11,3,4,4,174,2847,56,79,38.8,0.201,1,55,0
ClassC,BasketballDrill,0,18,32,34.8,39.4,31.1,77.4,98.3,6,3,3,0,34,570,40,60,74.5,0.206,1,39,0
ClassC,BasketballDrill,32,18,32,3.1,6.6,2.0,20.8,69.1,2,0,1,1,93,790,20,22,9.5,0.158,0,20,0
ClassC,BasketballDrill,56,18,32,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,18,32,22.1,35.2,16.1,43.1,94.5,11,3,4,4,127,2860,60,82,39.4,0.202,1,59,0
ClassC,BasketballDrill,0,18,64,34.7,39.2,31.1,77.8,98.2,6,3,3,0,36,562,37,58,74.9,0.206,1,36,0
ClassC,BasketballDrill,32,18,64,3.0,6.0,2.0,20.3,60.6,2,0,1,1,132,795,20,23,5.1,0.155,0,20,0
ClassC,BasketballDrill,56,18,64,0.4,50.0,0.2,0.0,0.0,3,0,0,3,3,1500,0,0,-0.2,nan,0,0,0
ClassC,BasketballDrill,all,18,64,22.0,34.5,16.1,43.1,92.7,11,3,4,4,171,2857,57,81,38.6,0.201,1,56,0
ClassC,BasketballDrill,0,22,16,30.4,34.9,26.9,75.7,98.2,6,3,3,0,36,613,43,67,72.6,0.209,2,41,0
ClassC,BasketballDrill,32,22,16,2.3,3.8,1.6,18.1,43.2,2,0,1,1,238,817,19,22,-7.6,0.152,0,19,0
ClassC,BasketballDrill,56,22,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,22,16,18.9,29.5,13.9,41.7,88.4,11,3,4,4,274,2930,62,89,35.0,0.204,2,60,0
ClassC,BasketballDrill,0,22,32,30.4,34.8,27.0,76.1,98.1,6,3,3,0,37,603,41,62,73.1,0.205,1,40,0
ClassC,BasketballDrill,32,22,32,3.0,6.2,2.0,18.6,58.1,2,0,1,1,134,812,18,20,3.4,0.155,0,18,0
ClassC,BasketballDrill,56,22,32,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,22,32,19.3,30.9,14.0,42.0,92.5,11,3,4,4,171,2915,59,82,37.4,0.201,1,58,0
ClassC,BasketballDrill,0,22,64,30.4,34.7,27.0,76.4,98.3,6,3,3,0,34,596,42,64,73.4,0.206,1,41,0
ClassC,BasketballDrill,32,22,64,2.5,5.2,1.6,17.6,57.7,2,0,1,1,129,822,20,23,2.7,0.148,0,20,0
ClassC,BasketballDrill,56,22,64,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,22,64,19.2,30.8,14.0,41.9,92.8,11,3,4,4,163,2919,62,87,37.4,0.201,1,61,0
ClassC,BasketballDrill,0,26,16,31.8,37.0,27.8,73.8,98.4,6,3,3,0,30,663,43,66,70.9,0.207,0,43,0
ClassC,BasketballDrill,32,26,16,2.9,7.5,1.8,15.7,65.1,2,0,1,1,84,841,21,21,5.2,0.144,0,21,0
ClassC,BasketballDrill,56,26,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,26,16,20.2,33.8,14.4,40.2,94.7,11,3,4,4,114,3004,63,86,36.7,0.202,0,63,0
ClassC,BasketballDrill,0,26,32,31.6,36.8,27.7,73.8,98.2,6,3,3,0,35,663,44,70,70.6,0.208,2,42,0
ClassC,BasketballDrill,32,26,32,2.5,5.7,1.6,16.1,57.3,2,0,1,1,120,837,18,20,2.3,0.155,0,18,0
ClassC,BasketballDrill,56,26,32,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,26,32,19.9,32.8,14.3,40.4,92.9,11,3,4,4,156,2995,61,90,36.1,0.204,2,59,0
ClassC,BasketballDrill,0,26,64,33.2,38.5,29.2,74.4,98.5,6,2,4,0,29,647,43,66,71.5,0.206,1,42,0
ClassC,BasketballDrill,32,26,64,2.5,5.4,1.6,15.5,52.4,2,0,1,1,141,843,18,20,-0.4,0.146,0,18,0
ClassC,BasketballDrill,56,26,64,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,26,64,20.9,34.1,15.0,40.6,92.3,11,2,5,4,171,2985,60,85,36.0,0.201,1,59,0
ClassC,BasketballDrill,0,30,16,29.6,34.5,25.8,73.8,98.7,6,3,3,0,25,661,46,67,71.0,0.206,2,44,0
ClassC,BasketballDrill,32,30,16,2.0,3.2,1.5,13.0,27.5,2,0,1,1,343,868,16,18,-22.9,0.153,0,16,0
ClassC,BasketballDrill,56,30,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,30,16,18.2,28.3,13.4,39.8,84.5,11,3,4,4,368,3025,61,84,31.3,0.203,2,59,0
ClassC,BasketballDrill,0,30,32,30.4,35.8,26.5,72.9,98.6,6,3,3,0,26,685,44,65,70.1,0.205,2,42,0
ClassC,BasketballDrill,32,30,32,2.5,4.4,1.7,14.1,36.3,2,0,1,1,247,857,18,18,-12.4,0.154,0,18,0
ClassC,BasketballDrill,56,30,32,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,30,32,18.9,30.5,13.7,39.5,87.9,11,3,4,4,273,3042,62,83,32.8,0.201,2,60,0
ClassC,BasketballDrill,0,30,64,29.7,34.7,25.9,73.3,98.4,6,2,4,0,31,675,49,67,70.1,0.206,2,47,0
ClassC,BasketballDrill,32,30,64,2.4,3.8,1.8,14.0,29.5,2,0,1,1,334,858,16,16,-21.0,0.158,0,16,0
ClassC,BasketballDrill,56,30,64,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,30,64,18.3,28.5,13.4,39.7,84.5,11,2,5,4,365,3031,65,84,31.1,0.202,2,63,0
ClassC,BasketballDrill,0,34,16,28.9,34.2,24.9,71.3,98.0,6,2,4,0,36,725,42,70,68.2,0.209,2,40,0
ClassC,BasketballDrill,32,34,16,1.7,3.8,1.1,8.8,30.3,2,0,0,2,202,910,16,18,-13.0,0.143,0,16,0
ClassC,BasketballDrill,56,34,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,34,16,18.0,30.2,12.8,37.6,88.8,11,2,4,5,238,3136,58,88,31.7,0.206,2,56,0
ClassC,BasketballDrill,0,34,32,25.7,30.8,22.0,70.2,98.6,6,3,3,0,25,752,42,62,67.6,0.209,1,41,0
ClassC,BasketballDrill,32,34,32,2.4,6.0,1.5,8.5,33.9,2,0,0,2,166,913,14,15,-9.5,0.154,0,14,0
ClassC,BasketballDrill,56,34,32,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,34,32,16.2,27.9,11.4,37.1,90.7,11,3,3,5,191,3163,56,77,32.1,0.206,1,55,0
ClassC,BasketballDrill,0,34,64,30.4,35.8,26.4,72.3,98.4,6,2,4,0,29,700,37,71,69.7,0.211,1,36,0
ClassC,BasketballDrill,32,34,64,2.2,6.4,1.3,9.4,46.5,2,0,0,2,108,904,13,14,-2.7,0.154,0,13,0
ClassC,BasketballDrill,56,34,64,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,34,64,19.2,33.0,13.5,38.1,93.3,11,2,4,5,137,3108,50,85,34.4,0.208,1,49,0
ClassC,BasketballDrill,0,38,16,27.2,33.5,22.8,66.5,98.0,6,2,4,0,34,846,42,69,63.5,0.213,2,40,0
ClassC,BasketballDrill,32,38,16,2.7,31.1,1.4,4.5,100.0,2,0,0,2,0,953,12,12,3.3,0.149,0,12,0
ClassC,BasketballDrill,56,38,16,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,38,16,17.5,33.7,11.8,34.2,97.8,11,2,4,5,38,3307,55,84,32.3,0.212,2,53,0
ClassC,BasketballDrill,0,38,32,30.5,36.8,25.9,68.8,97.9,6,2,4,0,37,789,37,64,65.8,0.217,1,36,0
ClassC,BasketballDrill,32,38,32,0.9,5.3,0.5,3.0,31.6,2,0,0,2,65,968,10,11,-4.5,0.153,0,10,0
ClassC,BasketballDrill,56,38,32,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,38,32,19.2,35.5,13.2,35.1,94.6,11,2,4,5,101,3262,47,77,32.1,0.216,1,46,0
ClassC,BasketballDrill,0,38,64,27.4,33.8,23.0,66.8,98.4,6,2,4,0,27,839,39,65,64.2,0.214,2,37,0
ClassC,BasketballDrill,32,38,64,1.5,10.7,0.8,4.3,57.3,2,0,0,2,32,955,10,11,0.1,0.146,0,10,0
ClassC,BasketballDrill,56,38,64,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0
ClassC,BasketballDrill,all,38,64,17.4,33.0,11.8,34.4,96.7,11,2,4,5,59,3294,49,76,32.3,0.213,2,47,0
ClassC,PartyScene,0,18,16,82.4,86.0,79.0,91.5,99.6,3,2,1,0,3,65,5,6,90.4,0.129,2,4,1
ClassC,PartyScene,41,18,16,36.5,53.4,27.7,51.9,100.0,1,0,1,0,0,233,4,5,51.0,0.192,0,4,0
ClassC,PartyScene,58,18,16,41.2,55.6,32.7,46.7,79.4,1,0,1,0,13,57,2,5,32.7,0.224,0,2,0
ClassC,PartyScene,74,18,16,94.0,97.3,90.8,93.3,100.0,1,1,0,0,0,19,1,1,92.9,0.151,0,1,0
ClassC,PartyScene,77,18,16,81.9,69.3,100.0,100.0,69.3,1,1,0,0,221,0,0,0,55.8,0.113,0,0,0
ClassC,PartyScene,all,18,16,73.5,75.3,71.8,83.0,87.0,7,4,3,0,264,363,12,16,70.1,0.140,3,9,0
ClassC,PartyScene,0,18,32,82.8,86.9,79.1,91.1,100.0,3,2,1,0,0,68,4,5,90.6,0.130,0,4,0
ClassC,PartyScene,41,18,32,36.1,51.7,27.7,53.5,100.0,1,0,1,0,0,225,4,4,52.7,0.189,0,4,0
ClassC,PartyScene,58,18,32,38.5,46.7,32.7,51.4,73.3,1,0,1,0,20,52,2,4,30.8,0.201,0,2,0
ClassC,PartyScene,74,18,32,94.5,98.5,90.8,92.2,100.0,1,1,0,0,0,22,1,1,91.9,0.150,0,1,0
ClassC,PartyScene,77,18,32,81.8,69.2,100.0,100.0,69.2,1,1,0,0,223,0,0,0,55.4,0.113,0,0,0
ClassC,PartyScene,all,18,32,73.3,74.9,71.8,83.1,86.6,7,4,3,0,274,362,11,14,69.7,0.139,1,10,0
ClassC,PartyScene,0,18,64,82.4,86.0,79.1,91.9,99.9,3,2,1,0,1,62,5,6,91.1,0.131,1,4,0
ClassC,PartyScene,41,18,64,36.2,52.3,27.7,52.7,99.6,1,0,1,0,1,229,4,4,51.7,0.191,0,4,0
ClassC,PartyScene,58,18,64,40.0,51.5,32.7,50.5,79.4,1,0,1,0,14,53,1,4,36.4,0.210,0,1,0
ClassC,PartyScene,74,18,64,93.5,96.3,90.8,94.3,100.0,1,1,0,0,0,16,1,1,94.0,0.151,0,1,0
ClassC,PartyScene,77,18,64,82.0,69.4,100.0,100.0,69.4,1,1,0,0,220,0,0,0,56.0,0.114,0,0,0
ClassC,PartyScene,all,18,64,73.4,75.2,71.7,83.4,87.5,7,4,3,0,255,355,12,16,70.9,0.140,2,10,0
ClassC,PartyScene,0,22,16,82.4,86.0,79.1,91.9,99.9,3,2,1,0,1,62,5,6,91.1,0.130,1,4,0
ClassC,PartyScene,41,22,16,36.5,53.6,27.7,51.7,100.0,1,0,1,0,0,234,4,5,50.8,0.194,0,4,0
ClassC,PartyScene,58,22,16,40.9,54.7,32.7,49.5,82.8,1,0,1,0,11,54,1,3,38.3,0.211,0,1,0
ClassC,PartyScene,74,22,16,93.5,95.9,91.2,95.1,100.0,1,1,0,0,0,14,1,1,94.7,0.152,0,1,0
ClassC,PartyScene,77,22,16,85.9,75.3,100.0,100.0,75.3,1,1,0,0,164,0,0,0,67.2,0.116,0,0,0
ClassC,PartyScene,all,22,16,74.6,77.7,71.8,83.2,90.0,7,4,3,0,197,359,12,16,73.4,0.141,2,10,0
ClassC,PartyScene,0,22,32,82.2,85.5,79.1,92.3,99.7,3,2,1,0,2,59,4,5,91.5,0.130,1,3,0
ClassC,PartyScene,41,22,32,37.1,54.4,28.1,51.7,100.0,1,0,1,0,0,234,4,5,50.8,0.192,0,4,0
ClassC,PartyScene,58,22,32,36.5,49.2,29.0,44.9,76.2,1,0,1,0,15,59,1,3,29.9,0.184,0,1,0
ClassC,PartyScene,74,22,32,93.3,95.6,91.2,95.4,100.0,1,1,0,0,0,13,1,1,95.1,0.152,0,1,0
ClassC,PartyScene,77,22,32,87.3,77.4,100.0,100.0,77.4,1,1,0,0,146,0,0,0,70.8,0.115,0,0,0
ClassC,PartyScene,all,22,32,75.0,78.7,71.7,83.1,91.3,7,4,3,0,170,360,11,15,74.7,0.140,2,9,0
ClassC,PartyScene,0,22,64,82.7,86.6,79.1,91.3,100.0,3,2,1,0,0,66,4,5,90.8,0.129,1,3,0
ClassC,PartyScene,41,22,64,38.0,57.8,28.3,49.0,100.0,1,0,1,0,0,247,4,6,48.1,0.193,0,4,0
ClassC,PartyScene,58,22,64,39.1,50.7,31.8,48.6,77.6,1,0,1,0,15,55,1,3,33.6,0.192,0,1,0
ClassC,PartyScene,74,22,64,93.1,95.5,90.8,95.1,100.0,1,1,0,0,0,14,1,1,94.7,0.151,0,1,0
ClassC,PartyScene,77,22,64,86.7,76.5,100.0,100.0,76.5,1,1,0,0,154,0,0,0,69.2,0.115,0,0,0
ClassC,PartyScene,all,22,64,75.0,78.4,71.9,82.4,89.9,7,4,3,0,197,376,13,19,72.6,0.140,3,10,0
ClassC,PartyScene,0,26,16,82.1,85.2,79.3,92.5,99.4,3,2,1,0,4,57,4,6,91.5,0.128,1,3,0
ClassC,PartyScene,41,26,16,35.9,55.1,26.7,48.3,100.0,1,0,1,0,0,250,4,5,47.5,0.195,0,4,0
ClassC,PartyScene,58,26,16,39.8,53.1,31.8,51.4,85.9,1,0,1,0,9,52,2,4,41.1,0.199,0,2,0
ClassC,PartyScene,74,26,16,92.9,95.2,90.8,95.4,100.0,1,1,0,0,0,13,1,1,95.1,0.150,0,1,0
ClassC,PartyScene,77,26,16,93.2,87.3,100.0,100.0,87.3,1,1,0,0,73,0,0,0,85.4,0.115,0,0,0
ClassC,PartyScene,all,26,16,76.2,81.6,71.5,82.8,94.4,7,4,3,0,104,368,12,17,77.3,0.139,2,10,0
ClassC,PartyScene,0,26,32,81.7,85.3,78.5,91.6,99.6,3,2,1,0,3,64,5,7,90.6,0.130,1,4,0
ClassC,PartyScene,41,26,32,36.1,58.0,26.2,45.2,100.0,1,0,1,0,0,265,5,8,44.2,0.193,0,5,0
ClassC,PartyScene,58,26,32,38.4,48.6,31.8,47.7,72.9,1,0,1,0,19,56,1,3,29.0,0.183,0,1,0
ClassC,PartyScene,74,26,32,94.7,98.5,91.2,92.6,100.0,1,1,0,0,0,21,1,1,92.2,0.151,0,1,0
ClassC,PartyScene,77,26,32,92.9,86.7,100.0,100.0,86.7,1,1,0,0,77,0,0,0,84.6,0.116,0,0,0
ClassC,PartyScene,all,26,32,76.3,82.3,71.2,81.6,94.2,7,4,3,0,107,394,13,21,75.9,0.140,3,10,0
ClassC,PartyScene,0,26,64,81.6,84.9,78.5,91.1,98.6,3,2,1,0,10,68,5,7,89.1,0.128,2,4,1
ClassC,PartyScene,41,26,64,38.3,62.0,27.7,44.6,100.0,1,0,1,0,0,268,5,6,43.6,0.197,0,5,0
ClassC,PartyScene,58,26,64,38.6,49.3,31.8,50.5,78.3,1,0,1,0,15,53,2,4,34.6,0.182,0,2,0
ClassC,PartyScene,74,26,64,92.8,94.5,91.2,96.5,100.0,1,1,0,0,0,10,1,1,96.1,0.153,0,1,0
ClassC,PartyScene,77,26,64,94.3,89.1,100.0,100.0,89.1,1,1,0,0,61,0,0,0,87.8,0.115,0,0,0
ClassC,PartyScene,all,26,64,76.6,82.8,71.3,81.4,94.4,7,4,3,0,103,398,15,19,75.8,0.138,4,12,1
ClassC,PartyScene,0,30,16,82.0,85.8,78.5,91.2,99.7,3,2,1,0,2,67,3,4,90.6,0.125,1,2,0
ClassC,PartyScene,41,30,16,35.6,64.7,24.6,36.2,95.1,1,0,1,0,9,309,5,8,33.3,0.205,0,5,0
ClassC,PartyScene,58,30,16,38.6,51.6,30.8,44.9,75.0,1,0,1,0,16,59,1,3,29.0,0.178,0,1,0
ClassC,PartyScene,74,30,16,94.0,97.3,90.8,93.3,100.0,1,1,0,0,0,19,1,2,92.9,0.147,0,1,0
ClassC,PartyScene,77,30,16,97.6,95.2,100.0,100.0,95.2,1,1,0,0,25,0,0,0,95.0,0.114,0,0,0
ClassC,PartyScene,all,30,16,77.7,86.2,70.7,79.3,96.6,7,4,3,0,60,443,10,18,76.0,0.135,2,8,0
ClassC,PartyScene,0,30,32,82.1,86.0,78.5,90.8,99.6,3,2,1,0,3,70,3,6,90.0,0.125,1,2,0
ClassC,PartyScene,41,30,32,34.1,65.1,23.1,35.5,100.0,1,0,1,0,0,312,7,8,34.1,0.203,0,7,0
ClassC,PartyScene,58,30,32,36.7,50.0,29.0,46.7,80.6,1,0,1,0,12,57,1,3,34.6,0.189,0,1,0
ClassC,PartyScene,74,30,32,93.1,95.2,91.2,95.8,100.0,1,1,0,0,0,12,1,1,95.4,0.149,0,1,0
ClassC,PartyScene,77,30,32,98.3,96.7,100.0,100.0,96.7,1,1,0,0,17,0,0,0,96.6,0.116,0,0,0
ClassC,PartyScene,all,30,32,77.9,87.2,70.4,79.1,98.0,7,4,3,0,35,446,13,20,76.9,0.137,3,10,0
ClassC,PartyScene,0,30,64,82.4,86.0,79.1,91.6,99.6,3,2,1,0,3,64,3,5,90.8,0.127,1,2,0
ClassC,PartyScene,41,30,64,39.0,72.5,26.7,36.8,100.0,1,0,1,0,0,306,5,6,35.7,0.200,0,5,0
ClassC,PartyScene,58,30,64,40.0,51.5,32.7,50.5,79.4,1,0,1,0,14,53,1,2,36.4,0.195,0,1,0
ClassC,PartyScene,74,30,64,94.5,98.5,90.8,92.2,100.0,1,1,0,0,0,22,1,1,91.9,0.145,0,1,0
ClassC,PartyScene,77,30,64,96.6,93.5,100.0,100.0,93.5,1,1,0,0,35,0,0,0,93.0,0.114,0,0,0
ClassC,PartyScene,all,30,64,78.6,87.2,71.6,79.5,96.9,7,4,3,0,54,437,12,18,76.5,0.137,3,9,0
ClassC,PartyScene,0,34,16,80.4,81.9,79.0,91.3,94.7,3,2,1,0,39,66,4,4,85.7,0.129,1,3,0
ClassC,PartyScene,41,34,16,23.2,44.2,15.7,31.2,87.8,1,0,1,0,21,333,6,6,25.6,0.203,0,6,0
ClassC,PartyScene,58,34,16,36.7,50.0,29.0,47.7,82.3,1,0,1,0,11,56,1,2,36.4,0.180,0,1,0
ClassC,PartyScene,74,34,16,94.7,98.8,90.8,91.9,100.0,1,1,0,0,0,23,2,2,91.2,0.151,0,2,0
ClassC,PartyScene,77,34,16,99.0,98.0,100.0,100.0,98.0,1,1,0,0,10,0,0,0,98.0,0.115,0,0,0
ClassC,PartyScene,all,34,16,75.5,83.6,68.9,78.1,94.8,7,4,3,0,92,468,14,17,73.1,0.137,3,11,0
ClassC,PartyScene,0,34,32,81.8,84.6,79.1,92.0,98.3,3,2,1,0,12,61,3,4,90.0,0.129,1,2,0
ClassC,PartyScene,41,34,32,30.3,58.2,20.5,32.6,92.9,1,0,1,0,12,326,4,7,29.3,0.197,0,4,0
ClassC,PartyScene,58,34,32,41.0,61.1,30.8,44.9,88.9,1,0,1,0,6,59,2,4,37.4,0.189,0,2,0
ClassC,PartyScene,74,34,32,94.1,97.7,90.8,92.9,100.0,1,1,0,0,0,20,1,1,92.6,0.151,0,1,0
ClassC,PartyScene,77,34,32,99.0,98.0,100.0,100.0,98.0,1,1,0,0,10,0,0,0,98.0,0.112,0,0,0
ClassC,PartyScene,all,34,32,77.2,86.1,69.9,78.7,96.8,7,4,3,0,55,456,11,17,75.6,0.137,3,8,0
ClassC,PartyScene,0,34,64,81.7,84.7,79.0,92.3,98.9,3,2,1,0,8,59,3,3,90.8,0.130,0,3,0
ClassC,PartyScene,41,34,64,24.6,44.8,16.9,32.6,86.3,1,0,1,0,25,326,6,8,26.2,0.191,0,6,0
ClassC,PartyScene,58,34,64,36.8,53.6,28.0,43.9,83.9,1,0,1,0,9,60,2,5,33.6,0.195,0,2,0
ClassC,PartyScene,74,34,64,93.6,97.3,90.1,92.6,100.0,1,1,0,0,0,21,1,2,92.2,0.150,0,1,0
ClassC,PartyScene,77,34,64,97.7,95.4,100.0,100.0,95.4,1,1,0,0,24,0,0,0,95.2,0.114,0,0,0
ClassC,PartyScene,all,34,64,75.5,83.6,68.9,78.5,95.2,7,4,3,0,84,459,12,18,74.0,0.137,2,10,0
ClassC,PartyScene,0,38,16,77.2,78.5,76.0,88.7,91.6,3,1,2,0,62,86,5,6,79.9,0.125,1,5,1
ClassC,PartyScene,41,38,16,5.1,14.2,3.1,8.7,39.6,1,0,0,1,64,442,3,3,-5.2,0.186,0,3,0
ClassC,PartyScene,58,38,16,39.0,63.8,28.0,41.1,93.6,1,0,1,0,3,63,2,2,36.4,0.189,0,2,0
ClassC,PartyScene,74,38,16,92.8,94.8,90.8,95.8,100.0,1,1,0,0,0,12,1,1,95.4,0.150,0,1,0
ClassC,PartyScene,77,38,16,99.4,98.8,100.0,100.0,98.8,1,1,0,0,6,0,0,0,98.8,0.111,0,0,0
ClassC,PartyScene,all,38,16,72.3,82.0,64.7,72.1,91.4,7,3,3,1,145,596,11,12,64.8,0.129,2,10,1
ClassC,PartyScene,0,38,32,78.0,79.6,76.4,88.7,92.5,3,1,2,0,55,86,4,7,81.0,0.124,0,4,0
ClassC,PartyScene,41,38,32,5.5,12.7,3.5,11.8,42.5,1,0,0,1,77,427,5,6,-5.2,0.155,0,5,0
ClassC,PartyScene,58,38,32,38.7,62.5,28.0,42.1,93.8,1,0,1,0,3,62,2,4,37.4,0.182,0,2,0
