,class_cat,seq_name,class_id,qp,msr,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
529,ClassE,FourPeople,58,30,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.334,0,0,0,600,600,600,600,600.0,0.0,0.0
530,ClassE,FourPeople,all,30,8,43.3,62.9,33.0,36.9,70.4,29,12,0,17,2566,10402,18,25,21.3,0.298,0,15,0,6077,6095,16497,8661,5450.0,3211.0,11047.0
531,ClassE,FourPeople,0,30,16,29.5,70.0,18.7,22.8,85.1,22,5,0,17,527,10196,12,25,18.7,0.287,0,10,0,2992,3004,13200,3531,2470.0,1061.0,10730.0
532,ClassE,FourPeople,41,30,16,62.4,51.8,78.3,91.0,60.2,4,4,0,0,1442,216,5,5,30.7,0.311,0,5,0,2179,2184,2400,3626,1880.0,1746.0,520.0
533,ClassE,FourPeople,56,30,16,46.6,33.2,77.8,91.6,39.1,2,2,0,0,423,25,1,1,-51.2,0.31,0,1,0,271,272,297,695,231.0,464.0,66.0
534,ClassE,FourPeople,58,30,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.337,0,0,0,600,600,600,600,600.0,0.0,0.0
535,ClassE,FourPeople,all,30,16,41.5,61.3,31.4,36.7,71.7,29,12,0,17,2392,10437,18,31,22.1,0.301,0,16,0,6042,6060,16497,8452,5181.0,3271.0,11316.0
526,ClassE,FourPeople,0,30,32,30.5,72.5,19.3,22.8,85.8,22,5,0,17,499,10190,12,27,18.9,0.28,0,11,0,2998,3010,13200,3509,2544.0,965.0,10656.0
527,ClassE,FourPeople,41,30,32,62.6,52.2,78.4,91.1,60.6,4,4,0,0,1420,214,6,8,31.7,0.313,0,6,0,2180,2186,2400,3606,1881.0,1725.0,519.0
528,ClassE,FourPeople,56,30,32,46.4,33.0,78.1,91.9,38.9,2,2,0,0,429,24,1,1,-52.9,0.31,0,1,0,272,273,297,702,232.0,470.0,65.0
529,ClassE,FourPeople,58,30,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.337,0,0,0,600,600,600,600,600.0,0.0,0.0
530,ClassE,FourPeople,all,30,32,42.2,62.5,31.9,36.8,72.1,29,12,0,17,2348,10428,19,36,22.4,0.299,0,18,0,6050,6069,16497,8417,5257.0,3160.0,11240.0
531,ClassE,FourPeople,0,30,64,32.4,78.7,20.4,22.6,87.1,22,5,0,17,442,10220,9,22,19.2,0.282,0,7,0,2971,2980,13200,3422,2692.0,730.0,10508.0
532,ClassE,FourPeople,41,30,64,71.8,59.5,90.4,91.5,60.3,4,4,0,0,1448,204,4,5,31.0,0.307,0,4,0,2192,2196,2400,3644,2170.0,1474.0,230.0
533,ClassE,FourPeople,56,30,64,36.3,25.0,66.7,90.6,33.9,2,2,0,0,524,28,2,1,-86.5,0.307,0,2,0,267,269,297,793,198.0,595.0,99.0
534,ClassE,FourPeople,58,30,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.34,0,0,0,600,600,600,600,600.0,0.0,0.0
535,ClassE,FourPeople,all,30,64,45.4,66.9,34.3,36.6,71.5,29,12,0,17,2412,10452,15,28,21.9,0.298,0,13,0,6030,6045,16497,8457,5660.0,2797.0,10837.0
536,ClassE,FourPeople,0,34,8,28.0,72.1,17.4,21.7,90.2,22,5,0,17,313,10332,15,23,19.2,0.266,0,12,0,2853,2868,13200,3181,2294.0,887.0,10906.0
537,ClassE,FourPeople,41,34,8,71.3,58.8,90.4,91.2,59.4,4,4,0,0,1498,210,3,3,28.7,0.303,0,3,0,2187,2190,2400,3688,2169.0,1519.0,231.0
538,ClassE,FourPeople,56,34,8,48.5,35.2,78.1,91.9,41.4,2,2,0,0,387,24,1,1,-38.7,0.313,0,1,0,272,273,297,660,232.0,428.0,65.0
539,ClassE,FourPeople,58,34,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.325,0,0,0,600,600,600,600,600.0,0.0,0.0
540,ClassE,FourPeople,all,34,8,43.0,65.1,32.1,36.0,73.0,29,12,0,17,2198,10566,19,27,22.5,0.288,0,16,0,5912,5931,16497,8129,5295.0,2834.0,11202.0
541,ClassE,FourPeople,0,34,16,25.2,64.4,15.6,21.8,89.6,22,5,0,17,332,10326,13,18,19.2,0.267,0,11,0,2861,2874,13200,3206,2065.0,1141.0,11135.0
542,ClassE,FourPeople,41,34,16,73.3,61.7,90.3,91.2,62.3,4,4,0,0,1323,210,3,5,36.0,0.31,0,3,0,2187,2190,2400,3513,2167.0,1346.0,233.0
543,ClassE,FourPeople,56,34,16,37.0,25.7,66.3,89.2,34.5,2,1,1,0,503,32,2,1,-80.8,0.307,0,2,0,263,265,297,768,197.0,571.0,100.0
544,ClassE,FourPeople,58,34,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.333,0,0,0,600,600,600,600,600.0,0.0,0.0
545,ClassE,FourPeople,all,34,16,40.9,62.2,30.5,35.9,73.3,29,11,1,17,2157,10568,18,24,22.8,0.291,0,16,0,5911,5929,16497,8086,5029.0,3057.0,11468.0
536,ClassE,FourPeople,0,34,32,25.4,66.8,15.7,22.0,93.8,22,5,0,17,191,10293,10,18,20.5,0.264,0,9,0,2897,2907,13200,3098,2071.0,1027.0,11129.0
537,ClassE,FourPeople,41,34,32,72.0,59.8,90.4,91.5,60.5,4,4,0,0,1432,204,3,4,31.7,0.305,0,3,0,2193,2196,2400,3628,2170.0,1458.0,230.0
538,ClassE,FourPeople,56,34,32,49.7,36.5,77.8,91.6,43.0,2,2,0,0,361,25,1,1,-30.3,0.313,0,1,0,271,272,297,633,231.0,402.0,66.0
539,ClassE,FourPeople,58,34,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.331,0,0,0,600,600,600,600,600.0,0.0,0.0
540,ClassE,FourPeople,all,34,32,41.5,63.7,30.7,36.2,75.1,29,12,0,17,1984,10522,14,23,24.1,0.288,0,13,0,5961,5975,16497,7959,5072.0,2887.0,11425.0
541,ClassE,FourPeople,0,34,64,28.6,73.2,17.8,21.8,90.1,22,5,0,17,318,10316,10,19,19.4,0.262,0,8,0,2874,2884,13200,3202,2345.0,857.0,10855.0
542,ClassE,FourPeople,41,34,64,62.9,52.5,78.4,91.7,61.4,4,4,0,0,1383,199,5,6,33.9,0.306,0,5,0,2196,2201,2400,3584,1882.0,1702.0,518.0
543,ClassE,FourPeople,56,34,64,42.0,30.7,66.7,89.2,41.0,2,1,1,0,381,32,2,1,-39.7,0.309,0,2,0,263,265,297,646,198.0,448.0,99.0
544,ClassE,FourPeople,58,34,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.332,0,0,0,600,600,600,600,600.0,0.0,0.0
545,ClassE,FourPeople,all,34,64,41.0,62.6,30.5,36.1,74.1,29,11,1,17,2082,10547,17,26,23.3,0.288,0,15,0,5933,5950,16497,8032,5025.0,3007.0,11472.0
546,ClassE,FourPeople,0,38,8,23.0,70.7,13.7,17.3,88.8,22,4,0,18,287,10922,18,17,14.9,0.188,0,17,0,2260,2278,13200,2565,1814.0,751.0,11386.0
547,ClassE,FourPeople,41,38,8,74.3,63.2,90.3,91.0,63.6,4,3,1,0,1250,217,3,3,38.7,0.305,0,3,0,2180,2183,2400,3433,2168.0,1265.0,232.0
548,ClassE,FourPeople,56,38,8,50.7,37.9,76.8,90.6,44.7,2,2,0,0,333,28,1,2,-21.9,0.307,0,1,0,268,269,297,602,228.0,374.0,69.0
549,ClassE,FourPeople,58,38,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.317,0,0,0,600,600,600,600,600.0,0.0,0.0
550,ClassE,FourPeople,all,38,8,40.6,66.8,29.2,32.3,74.0,29,10,1,18,1870,11167,22,22,20.8,0.257,0,21,0,5308,5330,16497,7200,4810.0,2390.0,11687.0
551,ClassE,FourPeople,0,38,16,19.8,60.1,11.9,17.2,86.9,22,4,0,18,343,10933,25,21,14.4,0.218,0,23,0,2242,2267,13200,2610,1568.0,1042.0,11632.0
552,ClassE,FourPeople,41,38,16,74.5,63.3,90.4,90.9,63.7,4,3,1,0,1242,218,2,3,39.1,0.304,0,2,0,2180,2182,2400,3424,2169.0,1255.0,231.0
553,ClassE,FourPeople,56,38,16,44.6,33.9,65.3,89.2,46.2,2,2,0,0,308,32,2,1,-15.2,0.31,0,2,0,263,265,297,573,194.0,379.0,103.0
554,ClassE,FourPeople,58,38,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.312,0,0,0,600,600,600,600,600.0,0.0,0.0
555,ClassE,FourPeople,all,38,16,38.2,62.9,27.5,32.2,73.8,29,10,1,18,1888,11183,29,25,20.6,0.269,0,27,0,5285,5314,16497,7202,4531.0,2671.0,11966.0
546,ClassE,FourPeople,0,38,32,20.0,61.0,12.0,17.1,87.4,22,4,0,18,326,10940,23,22,14.5,0.222,0,21,0,2237,2260,13200,2586,1578.0,1008.0,11622.0
547,ClassE,FourPeople,41,38,32,74.3,63.1,90.4,90.9,63.4,4,3,1,0,1259,219,5,5,38.2,0.31,0,5,0,2176,2181,2400,3440,2169.0,1271.0,231.0
548,ClassE,FourPeople,56,38,32,58.8,45.8,81.8,95.6,53.6,2,2,0,0,246,13,1,3,12.5,0.318,0,1,0,283,284,297,530,243.0,287.0,54.0
549,ClassE,FourPeople,58,38,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.32,0,0,0,600,600,600,600,600.0,0.0,0.0
550,ClassE,FourPeople,all,38,32,38.8,64.2,27.8,32.3,74.4,29,10,1,18,1828,11174,29,30,21.0,0.274,0,27,0,5294,5323,16497,7151,4590.0,2561.0,11907.0
551,ClassE,FourPeople,0,38,64,21.5,66.6,12.8,16.8,87.2,22,3,1,18,326,10978,16,20,14.2,0.201,0,15,0,2206,2222,13200,2548,1696.0,852.0,11504.0
552,ClassE,FourPeople,41,38,64,74.1,62.9,90.0,90.5,63.2,4,3,1,0,1264,228,3,5,37.7,0.311,0,3,0,2169,2172,2400,3436,2161.0,1275.0,239.0
553,ClassE,FourPeople,56,38,64,56.8,44.2,79.5,93.3,51.9,2,2,0,0,257,20,1,1,6.4,0.318,0,1,0,276,277,297,534,236.0,298.0,61.0
554,ClassE,FourPeople,58,38,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.31,0,0,0,600,600,600,600,600.0,0.0,0.0
555,ClassE,FourPeople,all,38,64,39.7,65.9,28.4,32.0,74.0,29,9,2,18,1848,11226,20,26,20.6,0.265,0,19,0,5251,5271,16497,7119,4693.0,2426.0,11804.0
556,ClassE,FourPeople,0,42,8,19.1,66.6,11.2,15.2,90.4,22,3,1,18,212,11200,13,20,13.4,0.186,0,13,0,1987,2000,13200,2212,1474.0,738.0,11726.0
557,ClassE,FourPeople,41,42,8,71.2,60.7,86.2,87.8,61.8,4,3,1,0,1300,294,2,10,33.5,0.296,0,2,0,2104,2106,2400,3406,2068.0,1338.0,332.0
558,ClassE,FourPeople,56,42,8,44.6,36.9,56.2,85.9,56.4,2,1,1,0,197,42,3,2,18.5,0.304,0,3,0,252,255,297,452,167.0,285.0,130.0
559,ClassE,FourPeople,58,42,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.321,0,0,0,600,600,600,600,600.0,0.0,0.0
560,ClassE,FourPeople,all,42,8,37.2,64.6,26.1,30.1,74.4,29,9,2,18,1709,11535,18,32,19.6,0.255,0,18,0,4944,4962,16497,6671,4309.0,2362.0,12188.0
561,ClassE,FourPeople,0,42,16,20.0,67.1,11.8,15.4,87.7,22,3,1,18,285,11169,8,12,13.2,0.189,0,8,0,2023,2031,13200,2316,1555.0,761.0,11645.0
562,ClassE,FourPeople,41,42,16,64.0,53.4,80.0,81.6,54.5,4,3,1,0,1634,441,3,20,13.4,0.294,0,3,0,1956,1959,2400,3593,1919.0,1674.0,481.0
563,ClassE,FourPeople,56,42,16,52.4,45.7,61.3,75.8,56.5,2,0,2,0,173,72,3,2,16.5,0.307,0,2,0,222,225,297,398,182.0,216.0,115.0
564,ClassE,FourPeople,58,42,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.324,0,0,0,600,600,600,600,600.0,0.0,0.0
565,ClassE,FourPeople,all,42,16,36.2,61.3,25.7,29.2,69.7,29,7,4,18,2091,11676,13,34,16.5,0.254,0,13,0,4808,4821,16497,6912,4235.0,2677.0,12262.0
556,ClassE,FourPeople,0,42,32,20.9,71.0,12.2,15.2,88.0,22,3,1,18,273,11200,7,14,13.0,0.191,0,7,0,1993,2000,13200,2273,1614.0,659.0,11586.0
557,ClassE,FourPeople,41,42,32,69.4,57.6,87.1,88.8,58.7,4,3,1,0,1499,270,3,12,26.2,0.301,0,3,0,2127,2130,2400,3629,2091.0,1538.0,309.0
558,ClassE,FourPeople,56,42,32,53.4,45.2,65.3,79.1,54.8,2,1,1,0,194,62,1,1,13.5,0.303,0,1,0,234,235,297,429,194.0,235.0,103.0
559,ClassE,FourPeople,58,42,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.309,0,0,0,600,600,600,600,600.0,0.0,0.0
560,ClassE,FourPeople,all,42,32,38.4,64.9,27.3,30.1,71.6,29,8,3,18,1966,11532,11,27,18.1,0.258,0,11,0,4954,4965,16497,6931,4499.0,2432.0,11998.0
561,ClassE,FourPeople,0,42,64,20.4,72.4,11.9,14.8,90.0,22,2,2,18,217,11251,12,18,13.0,0.195,0,12,0,1937,1949,13200,2166,1568.0,598.0,11632.0
562,ClassE,FourPeople,41,42,64,68.2,57.8,83.3,84.2,58.4,4,2,2,0,1441,378,1,15,24.2,0.307,0,1,0,2021,2022,2400,3463,2000.0,1463.0,400.0
563,ClassE,FourPeople,56,42,64,50.5,42.3,62.6,82.5,55.7,2,2,0,0,195,52,4,3,15.5,0.313,0,3,0,241,245,297,440,186.0,254.0,111.0
564,ClassE,FourPeople,58,42,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.324,0,0,0,600,600,600,600,600.0,0.0,0.0
565,ClassE,FourPeople,all,42,64,37.6,65.3,26.4,29.2,72.2,29,7,4,18,1854,11680,17,36,17.9,0.264,0,16,0,4800,4817,16497,6671,4355.0,2316.0,12142.0
566,ClassE,FourPeople,0,46,8,18.0,64.6,10.5,14.0,86.5,22,2,2,18,289,11346,11,20,11.8,0.206,0,11,0,1843,1854,13200,2143,1384.0,759.0,11816.0
567,ClassE,FourPeople,41,46,8,58.5,47.2,77.1,77.8,47.6,4,2,2,0,2056,534,3,8,-8.0,0.276,0,3,0,1863,1866,2400,3922,1850.0,2072.0,550.0
568,ClassE,FourPeople,56,46,8,43.9,50.0,39.1,43.1,55.2,2,0,2,0,104,169,4,4,6.7,0.342,0,3,0,124,128,297,232,116.0,116.0,181.0
569,ClassE,FourPeople,58,46,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.251,0,0,0,600,600,600,600,600.0,0.0,0.0
570,ClassE,FourPeople,all,46,8,33.5,56.8,23.8,27.0,64.5,29,5,6,18,2447,12047,17,32,12.0,0.245,0,17,0,4433,4450,16497,6897,3920.0,2977.0,12577.0
571,ClassE,FourPeople,0,46,16,17.8,65.5,10.3,13.6,87.0,22,2,2,18,269,11400,16,26,11.5,0.201,0,16,0,1784,1800,13200,2069,1356.0,713.0,11844.0
572,ClassE,FourPeople,41,46,16,58.5,48.8,73.1,76.0,50.6,4,2,2,0,1777,577,6,15,1.7,0.291,0,6,0,1817,1823,2400,3600,1755.0,1845.0,645.0
573,ClassE,FourPeople,56,46,16,17.6,19.3,16.2,44.8,53.4,2,0,1,1,116,164,6,6,3.7,0.393,0,6,0,127,133,297,249,48.0,201.0,249.0
574,ClassE,FourPeople,58,46,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.258,0,0,0,600,600,600,600,600.0,0.0,0.0
575,ClassE,FourPeople,all,46,16,32.7,57.7,22.8,26.4,66.8,29,5,5,19,2162,12141,28,47,13.1,0.252,0,28,0,4328,4356,16497,6518,3759.0,2759.0,12738.0
566,ClassE,FourPeople,0,46,32,19.0,67.0,11.1,14.7,88.5,22,2,2,18,252,11266,12,21,12.7,0.198,0,12,0,1922,1934,13200,2186,1464.0,722.0,11736.0
567,ClassE,FourPeople,41,46,32,48.3,40.8,59.2,71.2,49.1,4,2,1,1,1774,691,3,9,-2.8,0.275,0,3,0,1706,1709,2400,3483,1422.0,2061.0,978.0
568,ClassE,FourPeople,56,46,32,33.1,37.1,30.0,52.5,65.0,2,0,2,0,84,141,2,3,23.6,0.353,0,2,0,154,156,297,240,89.0,151.0,208.0
569,ClassE,FourPeople,58,46,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.249,0,0,0,600,600,600,600,600.0,0.0,0.0
570,ClassE,FourPeople,all,46,32,31.1,54.9,21.7,26.7,67.6,29,5,5,19,2110,12098,17,33,13.8,0.241,0,17,0,4382,4399,16497,6509,3575.0,2934.0,12922.0
571,ClassE,FourPeople,0,46,64,18.9,64.7,11.1,14.9,87.0,22,3,1,18,293,11231,7,20,12.6,0.208,0,7,0,1962,1969,13200,2262,1463.0,799.0,11737.0
572,ClassE,FourPeople,41,46,64,47.8,39.6,60.2,73.9,48.6,4,2,1,1,1875,627,8,16,-4.6,0.259,0,8,0,1765,1773,2400,3648,1444.0,2204.0,956.0
573,ClassE,FourPeople,56,46,64,34.8,36.0,33.7,53.9,57.6,2,0,2,0,118,137,2,3,13.5,0.372,0,2,0,158,160,297,278,100.0,178.0,197.0
574,ClassE,FourPeople,58,46,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.262,0,0,0,600,600,600,600,600.0,0.0,0.0
575,ClassE,FourPeople,all,46,64,31.0,53.1,21.9,27.3,66.3,29,6,4,19,2286,11990,17,38,13.4,0.241,0,17,0,4490,4507,16497,6793,3610.0,3183.0,12887.0
576,ClassE,Johnny,0,18,8,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.24,0,0,0,5400,5400,5400,6000,5400.0,600.0,0.0
577,ClassE,Johnny,27,18,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.14,0,0,0,600,600,600,600,600.0,0.0,0.0
578,ClassE,Johnny,63,18,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.208,0,0,0,600,600,600,600,600.0,0.0,0.0
579,ClassE,Johnny,all,18,8,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.228,0,0,0,6600,6600,6600,7200,6600.0,600.0,0.0
580,ClassE,Johnny,0,18,16,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.237,0,0,0,5400,5400,5400,6000,5400.0,600.0,0.0
581,ClassE,Johnny,27,18,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.14,0,0,0,600,600,600,600,600.0,0.0,0.0
582,ClassE,Johnny,63,18,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.211,0,0,0,600,600,600,600,600.0,0.0,0.0
583,ClassE,Johnny,all,18,16,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.226,0,0,0,6600,6600,6600,7200,6600.0,600.0,0.0
576,ClassE,Johnny,0,18,32,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.235,0,0,0,5400,5400,5400,6000,5400.0,600.0,0.0
577,ClassE,Johnny,27,18,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.14,0,0,0,600,600,600,600,600.0,0.0,0.0
578,ClassE,Johnny,63,18,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.209,0,0,0,600,600,600,600,600.0,0.0,0.0
579,ClassE,Johnny,all,18,32,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.224,0,0,0,6600,6600,6600,7200,6600.0,600.0,0.0
580,ClassE,Johnny,0,18,64,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.235,0,0,0,5400,5400,5400,6000,5400.0,600.0,0.0
581,ClassE,Johnny,27,18,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0,600,600,600,600,600.0,0.0,0.0
582,ClassE,Johnny,63,18,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.207,0,0,0,600,600,600,600,600.0,0.0,0.0
583,ClassE,Johnny,all,18,64,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.224,0,0,0,6600,6600,6600,7200,6600.0,600.0,0.0
584,ClassE,Johnny,0,22,8,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.243,0,0,0,5400,5400,5400,6000,5400.0,600.0,0.0
585,ClassE,Johnny,27,22,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0,600,600,600,600,600.0,0.0,0.0
586,ClassE,Johnny,63,22,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.205,0,0,0,600,600,600,600,600.0,0.0,0.0
587,ClassE,Johnny,all,22,8,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.23,0,0,0,6600,6600,6600,7200,6600.0,600.0,0.0
588,ClassE,Johnny,0,22,16,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.238,0,0,0,5400,5400,5400,6000,5400.0,600.0,0.0
589,ClassE,Johnny,27,22,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0,600,600,600,600,600.0,0.0,0.0
590,ClassE,Johnny,63,22,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.209,0,0,0,600,600,600,600,600.0,0.0,0.0
591,ClassE,Johnny,all,22,16,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.226,0,0,0,6600,6600,6600,7200,6600.0,600.0,0.0
584,ClassE,Johnny,0,22,32,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.239,0,0,0,5400,5400,5400,6000,5400.0,600.0,0.0
585,ClassE,Johnny,27,22,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0,600,600,600,600,600.0,0.0,0.0
586,ClassE,Johnny,63,22,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.211,0,0,0,600,600,600,600,600.0,0.0,0.0
587,ClassE,Johnny,all,22,32,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.227,0,0,0,6600,6600,6600,7200,6600.0,600.0,0.0
588,ClassE,Johnny,0,22,64,94.7,90.0,100.0,100.0,90.0,9,9,0,0,600,0,0,0,88.9,0.241,0,0,0,5400,5400,5400,6000,5400.0,600.0,0.0
589,ClassE,Johnny,27,22,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.139,0,0,0,600,600,600,600,600.0,0.0,0.0
590,ClassE,Johnny,63,22,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.208,0,0,0,600,600,600,600,600.0,0.0,0.0
591,ClassE,Johnny,all,22,64,95.7,91.7,100.0,100.0,91.7,11,11,0,0,600,0,0,0,90.9,0.229,0,0,0,6600,6600,6600,7200,6600.0,600.0,0.0
592,ClassE,Johnny,0,26,8,88.6,87.4,89.8,91.5,89.2,9,8,1,0,600,457,4,7,80.4,0.231,0,4,0,4939,4943,5400,5543,4847.0,696.0,553.0
593,ClassE,Johnny,27,26,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.138,0,0,0,600,600,600,600,600.0,0.0,0.0
594,ClassE,Johnny,63,26,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.216,0,0,0,600,600,600,600,600.0,0.0,0.0
595,ClassE,Johnny,all,26,8,90.6,89.7,91.6,93.1,91.1,11,10,1,0,600,457,4,7,83.9,0.221,0,4,0,6139,6143,6600,6743,6047.0,696.0,553.0
596,ClassE,Johnny,0,26,16,88.7,87.7,89.7,91.1,89.1,9,8,0,1,600,481,5,6,79.9,0.221,0,5,0,4914,4919,5400,5519,4842.0,677.0,558.0
597,ClassE,Johnny,27,26,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.138,0,0,0,600,600,600,600,600.0,0.0,0.0
598,ClassE,Johnny,63,26,16,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.215,0,0,0,600,600,600,600,600.0,0.0,0.0
599,ClassE,Johnny,all,26,16,90.7,89.9,91.5,92.7,91.1,11,10,0,1,600,481,5,6,83.5,0.212,0,5,0,6114,6119,6600,6719,6042.0,677.0,558.0
592,ClassE,Johnny,0,26,32,91.1,88.7,93.6,94.4,89.5,9,8,1,0,600,304,2,3,83.2,0.223,0,2,0,5094,5096,5400,5696,5052.0,644.0,348.0
593,ClassE,Johnny,27,26,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.138,0,0,0,600,600,600,600,600.0,0.0,0.0
594,ClassE,Johnny,63,26,32,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.217,0,0,0,600,600,600,600,600.0,0.0,0.0
595,ClassE,Johnny,all,26,32,92.6,90.7,94.7,95.4,91.3,11,10,1,0,600,304,2,3,86.3,0.214,0,2,0,6294,6296,6600,6896,6252.0,644.0,348.0
596,ClassE,Johnny,0,26,64,84.4,84.8,84.0,88.0,88.8,9,8,0,1,600,650,3,4,76.8,0.221,0,3,0,4747,4750,5400,5350,4535.0,815.0,865.0
597,ClassE,Johnny,27,26,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.137,0,0,0,600,600,600,600,600.0,0.0,0.0
598,ClassE,Johnny,63,26,64,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.219,0,0,0,600,600,600,600,600.0,0.0,0.0
599,ClassE,Johnny,all,26,64,87.2,87.6,86.9,90.2,90.8,11,10,0,1,600,650,3,4,81.0,0.213,0,3,0,5947,5950,6600,6550,5735.0,815.0,865.0
600,ClassE,Johnny,0,30,8,84.7,81.2,88.4,97.8,89.8,9,9,0,0,600,121,4,10,86.6,0.238,0,4,0,5275,5279,5400,5879,4775.0,1104.0,625.0
601,ClassE,Johnny,27,30,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.136,0,0,0,600,600,600,600,600.0,0.0,0.0
602,ClassE,Johnny,63,30,8,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.214,0,0,0,600,600,600,600,600.0,0.0,0.0
603,ClassE,Johnny,all,30,8,87.4,84.4,90.5,98.2,91.5,11,11,0,0,600,121,4,10,89.0,0.226,0,4,0,6475,6479,6600,7079,5975.0,1104.0,625.0
