class_cat,seq_name,class_id,qp,msr,mAP,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
ClassE,KristenAndSara,0,42,64,25.855066558402324,38.7,71.0,26.6,28.6,76.4,15,3,1,11,689,5574,3,17,19.7,0.223,0,3,0,2230,2233,7807,2922,2075.0,847.0,5732.0
ClassE,KristenAndSara,63,42,64,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,363,600,0,0,-60.5,nan,0,0,0,0,0,600,363,0.0,363.0,600.0
ClassE,KristenAndSara,67,42,64,100.0,100.0,100.0,100.0,100.0,100.0,1,1,0,0,0,0,0,0,100.0,0.344,0,0,0,600,600,600,600,600.0,0.0,0.0
ClassE,KristenAndSara,all,42,64,41.95168833283243,41.5,68.9,29.7,31.5,72.9,17,4,1,12,1052,6174,3,17,19.7,0.249,0,3,0,2830,2833,9007,3885,2675.0,1210.0,6332.0
ClassE,KristenAndSara,0,46,8,17.389836602094817,24.6,65.8,15.1,18.2,79.4,15,2,1,12,369,6387,7,13,13.4,0.151,0,7,0,1413,1420,7807,1789,1178.0,611.0,6629.0
ClassE,KristenAndSara,63,46,8,0.0,0.0,nan,0.0,0.0,nan,1,0,0,1,0,600,0,0,0.0,nan,0,0,0,0,0,600,0,0.0,0.0,600.0
ClassE,KristenAndSara,67,46,8,96.46419371434324,70.9,72.4,69.5,93.7,97.6,1,1,0,0,14,38,2,2,91.0,0.337,0,2,0,560,562,600,576,417.0,159.0,183.0
ClassE,KristenAndSara,all,46,8,37.951343438812685,28.1,67.4,17.7,22.0,83.8,17,3,1,13,383,7025,9,15,17.7,0.204,0,9,0,1973,1982,9007,2365,1595.0,770.0,7412.0
ClassE,KristenAndSara,0,46,16,18.090826336323236,27.0,72.9,16.6,18.8,82.9,15,2,1,12,303,6337,5,19,14.9,0.162,0,5,0,1465,1470,7807,1773,1293.0,480.0,6514.0
ClassE,KristenAndSara,63,46,16,0.0,0.0,nan,0.0,0.0,nan,1,0,0,1,0,600,0,0,0.0,nan,0,0,0,0,0,600,0,0.0,0.0,600.0
