class_cat,seq_name,class_id,qp,msr,mAP,IDF1,IDP,IDR,Rcll,Prcn,GT,MT,PT,ML,FP,FN,IDs,FM,MOTA,MOTP,IDt,IDa,IDm,num_matches,num_detections,num_objects,num_predictions,idtp,idfp,idfn
ClassC,BasketballDrill,0,30,64,84.87712377381004,29.7,34.7,25.9,73.3,98.4,6,2,4,0,31,675,49,67,70.1,0.206,2,47,0,1803,1852,2527,1883,654.0,1232.0,1873.0
ClassC,BasketballDrill,32,30,64,27.18686668501983,2.4,3.8,1.8,14.0,29.5,2,0,1,1,334,858,16,16,-21.0,0.158,0,16,0,124,140,998,474,18.0,456.0,980.0
ClassC,BasketballDrill,56,30,64,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,30,64,37.35466348627662,18.3,28.5,13.4,39.7,84.5,11,2,5,4,365,3031,65,84,31.1,0.202,2,63,0,1929,1994,5025,2359,675.0,1690.0,4350.0
ClassC,BasketballDrill,0,34,8,83.3041329809123,28.8,34.5,24.7,70.3,98.4,6,3,3,0,29,750,37,63,67.7,0.206,1,36,0,1740,1777,2527,1806,625.0,1184.0,1902.0
ClassC,BasketballDrill,32,34,8,23.659567776516667,1.9,6.7,1.1,7.1,43.3,2,0,0,2,93,927,14,16,-3.6,0.142,0,14,0,57,71,998,164,11.0,153.0,987.0
ClassC,BasketballDrill,56,34,8,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,34,8,35.65456691914299,18.3,32.3,12.7,36.8,93.8,11,3,3,5,122,3174,51,80,33.4,0.204,1,50,0,1800,1851,5025,1973,639.0,1340.0,4386.0
ClassC,BasketballDrill,0,34,16,83.86313763291197,28.9,34.2,24.9,71.3,98.0,6,2,4,0,36,725,42,70,68.2,0.209,2,40,0,1760,1802,2527,1838,630.0,1211.0,1897.0
ClassC,BasketballDrill,32,34,16,22.90452486790917,1.7,3.8,1.1,8.8,30.3,2,0,0,2,202,910,16,18,-13.0,0.143,0,16,0,72,88,998,290,11.0,279.0,987.0
ClassC,BasketballDrill,56,34,16,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,34,16,35.58922083360705,18.0,30.2,12.8,37.6,88.8,11,2,4,5,238,3136,58,88,31.7,0.206,2,56,0,1831,1889,5025,2127,644.0,1489.0,4381.0
ClassC,BasketballDrill,0,34,32,83.57585351319446,25.7,30.8,22.0,70.2,98.6,6,3,3,0,25,752,42,62,67.6,0.209,1,41,0,1733,1775,2527,1800,556.0,1247.0,1971.0
ClassC,BasketballDrill,32,34,32,23.349200001139785,2.4,6.0,1.5,8.5,33.9,2,0,0,2,166,913,14,15,-9.5,0.154,0,14,0,71,85,998,251,15.0,236.0,983.0
ClassC,BasketballDrill,56,34,32,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,34,32,35.641684504778084,16.2,27.9,11.4,37.1,90.7,11,3,3,5,191,3163,56,77,32.1,0.206,1,55,0,1806,1862,5025,2053,574.0,1485.0,4451.0
ClassC,BasketballDrill,0,34,64,83.49705610719434,30.4,35.8,26.4,72.3,98.4,6,2,4,0,29,700,37,71,69.7,0.211,1,36,0,1790,1827,2527,1856,666.0,1193.0,1861.0
ClassC,BasketballDrill,32,34,64,23.109509453452347,2.2,6.4,1.3,9.4,46.5,2,0,0,2,108,904,13,14,-2.7,0.154,0,13,0,81,94,998,202,13.0,189.0,985.0
ClassC,BasketballDrill,56,34,64,0.0,0.4,100.0,0.2,0.0,nan,3,0,0,3,0,1500,0,0,0.0,nan,0,0,0,0,0,1500,0,3.0,0.0,1497.0
ClassC,BasketballDrill,all,34,64,35.53552185354889,19.2,33.0,13.5,38.1,93.3,11,2,4,5,137,3108,50,85,34.4,0.208,1,49,0,1867,1917,5025,2054,679.0,1381.0,4346.0
